username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink
Kimya Dawson,mrskimyadawson,2018-08-02 18:20,2,69,"Just sitting on the plane in Vegas waiting to take off. Somehow @SouthwestAir scheduled a captain who was already on another flight. Don’t they realize I have to get there so I can make people cry?!?!",,@SouthwestAir,,"1025129190239100928",https://twitter.com/mrskimyadawson/status/1025129190239100928
Zachary Hall,ZacharyHall,2018-08-02 18:14,1,13,"One year ago I released #DontSleepOnPlanes . I am grateful for everyone & couldnt have dreamed the adventures this year would take me on. Thanks @AmazonKindle & @SouthwestAir for the LUV https://www. amazon.com/Dont-Sleep-Pla nes-Zachary-Hall/dp/1945849150 … #BookBoost #bookbloggers #IARTG #ASMSG #KindleUnlimited #Kindle",,@AmazonKindle @SouthwestAir,#DontSleepOnPlanes #BookBoost #bookbloggers #IARTG #ASMSG #KindleUnlimited #Kindle,"1025127842223288320",https://twitter.com/ZacharyHall/status/1025127842223288320
Danielle Butcher,DaniSButcher,2018-08-02 17:10,4,97,"Just a PSA but @SouthwestAir has the best customer service of any airline, period.",,@SouthwestAir,,"1025111708195532800",https://twitter.com/DaniSButcher/status/1025111708195532800
Jonathan Tjarks,JonathanTjarks,2018-08-02 17:02,0,106,"God answers prayers! @southwestair found my bag. Shout out to y’all and @sheaserrano 's FOH Army for all the support.",,@southwestair @sheaserrano,,"1025109567762513926",https://twitter.com/JonathanTjarks/status/1025109567762513926
#EndIntersexSurgery,Pidgejen,2018-08-02 15:06,0,22,". @SouthwestAir can you fix your website so people can enter their proper names and not get error messages because they have an accent in their name? pic.twitter.com/v4arYyOuV5",,@SouthwestAir,,"1025080298088878081",https://twitter.com/Pidgejen/status/1025080298088878081
⚡️IssaVibe⚡️,YounggTayy1,2018-08-02 14:14,3,9,"This is why @SouthwestAir is the best airline to fly. Karaoke during a 2 hour flight delay pic.twitter.com/ZUks0Co7Nj",,@SouthwestAir,,"1025067297637982209",https://twitter.com/YounggTayy1/status/1025067297637982209
Jon Acuff,JonAcuff,2018-08-02 12:59,3,168,"I’m A19 on this @SouthwestAir flight and just let A22 board in front of me. #ServantLeadership",,@SouthwestAir,#ServantLeadership,"1025048409554735104",https://twitter.com/JonAcuff/status/1025048409554735104
Danny Gokey,dannygokey,2018-08-02 12:10,8,156,"Dear @SouthwestAir I’m so grateful that the supervisor Laura Sullivan at BNA retrieved our bottle that was left at TSA. Would’ve been a nightmare flight for EVERYONE if we didn’t have it . You guys never disappoint!! You always have great customer service! Thanks a million!!",,@SouthwestAir,,"1025036191735922690",https://twitter.com/dannygokey/status/1025036191735922690
Lisa Fishman,CCSBIZSERVICES,2018-08-02 11:30,4,16,"21 carpools @enterprisecares , 10 flights @SouthwestAir @AmericanAir , 680 meals @doubletree , 2 Division, 10 Departments, 85 staff, all with 1 goal - #Collaboration at the #CCSRetreat @CompassCs ! See you all next Wednesday in @PalmSpringsCA pic.twitter.com/bhRC7nhVG0",,@enterprisecares @SouthwestAir @AmericanAir @doubletree @CompassCs @PalmSpringsCA,#Collaboration #CCSRetreat,"1025026075720478728",https://twitter.com/CCSBIZSERVICES/status/1025026075720478728
UberAdventure,CUAdventure,2018-08-02 10:23,8,16,"Removing TSA screenings in small airports would be such a bad ideal who else wouldn't feel safe if this happened ?? https:// amp.cnn.com/cnn/2018/08/01 /politics/tsa-considering-eliminating-screening-at-smaller-airports/index.html … @CNN @cnnbrk @CNNTravel @CNTraveler @AmericanAir @united @SouthwestAir",,@CNN @cnnbrk @CNNTravel @CNTraveler @AmericanAir @united @SouthwestAir,,"1025009126697525249",https://twitter.com/CUAdventure/status/1025009126697525249
Joe,Joewaudd,2018-08-02 10:08,17,318,"Don’t worry Momma @SouthwestAir will take good care of your boys #WaudTwins @michelle_waud",,@SouthwestAir @michelle_waud,#WaudTwins,"1025005419457064961",https://twitter.com/Joewaudd/status/1025005419457064961
FARE,FoodAllergy,2018-08-02 09:44,23,53,"Discussions in the wake of the decision by @SouthwestAir to stop serving peanuts have highlighted a lack of understanding about the life-threatening nature of #foodallergy Gia Rosenblum explores food allergy anxiety as it relates to risk & mortality: https:// buff.ly/2vy5g3C pic.twitter.com/PrbbSTTcxQ",,@SouthwestAir,#foodallergy,"1024999502497935366",https://twitter.com/FoodAllergy/status/1024999502497935366
Hawkeye KSCS DJ,HawkeyeOnAir,2018-08-02 09:38,5,111,"Thank you to @SouthwestAir CEO Gary Kelly for personally sending us every bag of peanuts that the airline had left over. We love Southwest and you Peanuts! pic.twitter.com/hmutJOxBjh",,@SouthwestAir,,"1024997836352565249",https://twitter.com/HawkeyeOnAir/status/1024997836352565249
RICHELLE RYAN,RICHELLERYAN,2018-08-02 03:43,5,105,"I swear @SouthwestAir is the best airline... Icon had all 3 flight attendants petting him, and giving him all the pretzels & water he wanted on our long flight home A+",,@SouthwestAir,,"1024908544150134784",https://twitter.com/RICHELLERYAN/status/1024908544150134784
Brian Loftus,BrianLoftus8,2018-08-02 01:18,4,7,"QUESTION: When is the last time you heard a random @JackSikma reference on television? ANSWER: Tonight on @8NewsNow #8NN at 6:30pm with @ChristianneK and @TeddFlorendo talking about the new No Peanuts policy on @SouthwestAir https:// twitter.com/OnlyNikkiBower s/status/1024871772217331713 …",,@JackSikma @8NewsNow @ChristianneK @TeddFlorendo @SouthwestAir,#8NN,"1024872122022330369",https://twitter.com/BrianLoftus8/status/1024872122022330369
Neil Witte,nwitte,2018-08-01 23:27,0,34,"Yesterday was the last day for peanuts on @SouthwestAir and I won this big bag in a mid-air trivia contest so I'm basically winning at life pic.twitter.com/XJTFnZQyzJ",,@SouthwestAir,,"1024844043581317120",https://twitter.com/nwitte/status/1024844043581317120
Shea Serrano,SheaSerrano,2018-08-01 23:15,6,72,"Y’ALL GOTTA HELP MY GUY @SOUTHWESTAIR https:// twitter.com/JonathanTjarks /status/1024824927227133952 …",,@SOUTHWESTAIR,,"1024841115659202560",https://twitter.com/SheaSerrano/status/1024841115659202560
Alpha Omega Winery,AOwinery,2018-08-01 22:58,3,13,"This stunning photo was taken in our Barrel Building and graces the August cover of @SouthwestAir inflight magazine. The beautiful photography by Mary Beth Koeth accompanies the words of the fabulously talented @kimberleylovato who writes about the @NapaSilverados . #NapaValley pic.twitter.com/EzXqt7VzQ0",,@SouthwestAir @kimberleylovato @NapaSilverados,#NapaValley,"1024836910902964224",https://twitter.com/AOwinery/status/1024836910902964224
lil sammy vert,SammyEngelson,2018-08-01 22:12,0,40,"Calling @BarstoolBigCat",,@BarstoolBigCat,,"1024825176276578305",https://twitter.com/SammyEngelson/status/1024825176276578305
Jonathan Tjarks,JonathanTjarks,2018-08-01 22:11,7,180,"A flight attendant made me gate check my luggage, and it didn't ever show up. It's been lost for over 24 hours. I submitted a claim, but haven't heard any updates. Can you help @SouthwestAir ?",,@SouthwestAir,,"1024824927227133952",https://twitter.com/JonathanTjarks/status/1024824927227133952
Nashville Tennessee,visitmusiccity,2018-08-01 22:04,16,68,"We have an important announcement: Today is the LAST DAY to enter for a chance to WIN a trip to Nashville via @SouthwestAir for 2 nights at @GaylordOpryland with tickets to the Grand Ole @Opry AND to the @taylorswift13 concert on 8/24! Enter now: http://www. visitmusiccity.com/form.aspx?form id=1036 … pic.twitter.com/fyOvaXyQSf",,@SouthwestAir @GaylordOpryland @Opry @taylorswift13,,"1024823093292949504",https://twitter.com/visitmusiccity/status/1024823093292949504
Jaime Casap,jcasap,2018-08-01 21:05,0,25,"I have flown more than 2M miles in more than 20 years and I have just witnessed something I have NEVER witnessed. A man said "no" to the, "are you able and willing to assist" exit row question! @SouthwestAir is always entertaining to fly! :)",,@SouthwestAir,,"1024808338356412417",https://twitter.com/jcasap/status/1024808338356412417
Lucas Garron,lgarron,2018-08-01 17:03,5,15,"Hey @SouthwestAir , please be aware that your password change reminder goes against NIST guidelines. If you care about supporting good security, please allow passwords over 16 chars and support 2FA. cc @PWTooStrong pic.twitter.com/XbXkfTYETR",,@SouthwestAir @PWTooStrong,,"1024747560580202497",https://twitter.com/lgarron/status/1024747560580202497
Chelsea Barocio,oh_chelseaa,2018-08-01 16:54,4,5,"Hey @SouthwestAir , my in flight entertainment today was slowly watching a screw fly off the wing of the airplane at 36,000 feet. pic.twitter.com/ag6SrU6cd0",,@SouthwestAir,,"1024745131390337024",https://twitter.com/oh_chelseaa/status/1024745131390337024
Justin Rodriguez,RepJRod,2018-08-01 16:21,1,45,"Been a solid wingman. RIP, homie. @SouthwestAir pic.twitter.com/oKQuJyOKsO",,@SouthwestAir,,"1024736822658646016",https://twitter.com/RepJRod/status/1024736822658646016
Savannah Chrisley,_ItsSavannah_,2018-08-01 16:01,11,212,"Hey... @SouthwestAir when will you start flying to Canada?! #musthappensoon",,@SouthwestAir,#musthappensoon,"1024731849514467329",https://twitter.com/_ItsSavannah_/status/1024731849514467329
MavProject 🇺🇸,MavProject16,2018-08-01 13:38,80,24,"Once we reach the $5,000 level, there will be a free drawing. All followers who RT this tweet to share the link, are eligible. No donation necessary to enter. Prizes include: #NRA Lifetime Membership, $500 gc to #Cabelas , and $250 gc for @SouthwestAir http:// gofundme.com/deafBaseballNi ghts …",,@SouthwestAir,#NRA #Cabelas,"1024695770098950145",https://twitter.com/MavProject16/status/1024695770098950145
Jarrett Sutton,JarrettTSutton,2018-08-01 13:32,3,63,"Dealing with @united this morning for a single flight home has been nothing short of a disaster. It makes me realize, and appreciate, how spoiled I am to be an avid @SouthwestAir customer. This has been your quarterly reminder that SW is the best airline there is. #IFlySWA",,@united @SouthwestAir,#IFlySWA,"1024694379670327297",https://twitter.com/JarrettTSutton/status/1024694379670327297
Chris Spears,ChrisCBS4,2018-08-01 12:36,2,7,"I saw this aircraft in Los Angeles a few years ago but have yet to have the pleasure of being a passenger. Hopefully one day soon! @SouthwestAir https:// twitter.com/FlyingPhotog/s tatus/1024673221428166656 …",,@SouthwestAir,,"1024680360733331458",https://twitter.com/ChrisCBS4/status/1024680360733331458
Dina Bianco,DGaudio125,2018-08-01 11:59,6,38,"When @SouthwestAir literally takes you over the rainbow ... #somewhereovertherainbow #upintheair #flying #airtravel #travel pic.twitter.com/g9oR2LZkWv",,@SouthwestAir,#somewhereovertherainbow #upintheair #flying #airtravel #travel,"1024670864598622209",https://twitter.com/DGaudio125/status/1024670864598622209
TWU,transportworker,2018-08-01 11:57,20,33,"Press conference at Ronald Reagan National Airport is about to kick off. Flight attendants are calling on the DOT to regulate aircraft cabin temperatures. The TWU represents @SouthwestAir @JetBlue @Allegiant and Flight Services International flight attendants. pic.twitter.com/qJ5Tqw5PUx",,@SouthwestAir @JetBlue @Allegiant,,"1024670344244809728",https://twitter.com/transportworker/status/1024670344244809728
BigCar Collaborative,bigcar,2018-08-01 11:28,4,6,"The sun is out and so are we! At The Original Farmers’ Market through lunch today. Join us at @indycm as we relax, enjoy, and create in this beautiful public place for free! #creativeplacemaking made possible by @southwestair and @pps_placemaking through… https:// ift.tt/2v9YlOG pic.twitter.com/gen5ASzOgb",,@indycm @southwestair @pps_placemaking,#creativeplacemaking,"1024663281057841154",https://twitter.com/bigcar/status/1024663281057841154
Ryan French,RyanFrenchWFTS,2018-08-01 09:21,2,7,"Welcome home! This @SouthwestAir Boeing 737 just arrived at @FlyTPA . The paint scheme on this particular aircraft is the State of Florida flag. pic.twitter.com/Ts1dKMFjtx",,@SouthwestAir @FlyTPA,,"1024631325423280128",https://twitter.com/RyanFrenchWFTS/status/1024631325423280128
jonathan fowler,fowwow,2018-08-01 06:54,2,15,"back at beautiful @fly_okc to catch the southwest special to denver for a day trip. so glad we have excellent non stop options on @SouthwestAir for business travel. can remember not many yrs ago the options were pretty slim. new airport expansion'll open more opportunity as well.",,@fly_okc @SouthwestAir,,"1024594312347242497",https://twitter.com/fowwow/status/1024594312347242497
Joanie Nowak,Joanie_Nowak,2018-08-01 02:52,1,6,"Thank you, thank you Nicole at @SouthwestAir for listening and understanding my frustrations! You have restored my faith in this airline I love!!! Your gesture is very much appreciated!",,@SouthwestAir,,"1024533230463201280",https://twitter.com/Joanie_Nowak/status/1024533230463201280
Cuthbert Langley,CuthbertLangley,2018-07-31 22:58,0,14,"Help!! My Dad legit emailed @SouthwestAir complaining that they’re getting rid of peanuts in-flight. Thank you, #Southwest , for dealing so kindly with my grouchy father. pic.twitter.com/yCEjL64WC0",,@SouthwestAir,#Southwest,"1024474453030449152",https://twitter.com/CuthbertLangley/status/1024474453030449152
Paul Thompson,FlyingPhotog,2018-07-31 22:46,7,32,"Today is the last day for @SouthwestAir to serve peanuts! pic.twitter.com/jmhHHJrkvE",,@SouthwestAir,,"1024471303871496193",https://twitter.com/FlyingPhotog/status/1024471303871496193
Speyside Group México,SpeysideGroupMX,2018-07-31 22:43,2,9,"So happy to support our friends from @SouthwestAir with their cargo launch in Mexico! We LUV Southwest! pic.twitter.com/nqICDG8sYL",,@SouthwestAir,,"1024470600675459072",https://twitter.com/SpeysideGroupMX/status/1024470600675459072
FOX Sports Southwest,FOXSportsSW,2018-07-31 22:42,4,12,"Here is your @Rangers starting lineup, brought to you by @SouthwestAir . #TexasRangers pic.twitter.com/TU7wgjPTFk",,@Rangers @SouthwestAir,#TexasRangers,"1024470318432190464",https://twitter.com/FOXSportsSW/status/1024470318432190464
Michelle Vicari,Eggface,2018-07-31 21:22,3,11,"So glad you both enjoyed your first YWM will pass your comments along to the planning committee. I loved your final comments & takeaways and @annette_aartman loved you sharing about finding your voice!! We will see you in Tampa next year!! (P.S. LAX @SouthwestAir has direct now)",,@annette_aartman @SouthwestAir,,"1024450187249340416",https://twitter.com/Eggface/status/1024450187249340416
BRANDON RAY,BrandonRayMusic,2018-07-31 21:08,0,23,"Today is the last day @SouthwestAir will be serving peanuts... Although it is a sad day, i wanna thank SW for their impeccable service and undying commitment to their customers pic.twitter.com/32gooDh5nf",,@SouthwestAir,,"1024446632455229440",https://twitter.com/BrandonRayMusic/status/1024446632455229440
