username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink,col1,col2,col3
Always5Star,always5star,2017-09-06 03:02,5,10,"@AmericanAir POOR service!Not #Always5Star ! Cancelled 1st class paid flight, offered me an economy to Greece? How wld u handle it? #travel pic.twitter.com/WfdU5vkNoG",,@AmericanAir,#Always5Star #travel,"9,05310330447831E+017",https://twitter.com/always5star/status/905310330447831041,,,
Philip Bester,Besterphilip,2017-09-06 01:22,4,15,Airlines hiking up tix prices astronomically from FL as Hurricane approaches. U make me sick @AmericanAir @united @Delta @AirCanada,,@AmericanAir @united @Delta @AirCanada,,"9,05285148035486E+017",https://twitter.com/Besterphilip/status/905285148035485696,,,
Kim Baldonado,KimNBCLA,2017-09-06 01:06,8,42,The city of angels from @AmericanAir . I see you @Dodgers stadium. #GoDodgers #DTLA pic.twitter.com/iigonvAbVK,,@AmericanAir @Dodgers,#GoDodgers #DTLA,"9,05281130416546E+017",https://twitter.com/KimNBCLA/status/905281130416545792,,,
Sandbecka,AshleySandbeck,2017-09-06 00:19,1,5,@Delta @AmericanAir @united @SouthwestAir @JetBlue -Just a reminder to HELP people...not take advantage of them. #Irma #HurricaineIrma https:// twitter.com/markwilsontv/s tatus/905256891433005057 …,,@Delta @AmericanAir @united @SouthwestAir @JetBlue,#Irma #HurricaineIrma,"9,05269317293531E+017",https://twitter.com/AshleySandbeck/status/905269317293531136,,,
MightyGoodChat,blechtimes,2017-09-05 21:31,8,9,Massive shame to @AmericanAir and @Delta for price gouging those fleeing #IrmaHurricane,,@AmericanAir @Delta,#IrmaHurricane,"9,05226994060861E+017",https://twitter.com/blechtimes/status/905226994060861441,,,
Ben Kesling,bkesling,2017-09-05 20:03,5,15,Left the house at 4:10 am and I’ve had one flight cancelled and two hour-long tarmac delays from @AmericanAir and they’ve given me this. pic.twitter.com/txMyCMOKFj,,@AmericanAir,,"9,05204807803314E+017",https://twitter.com/bkesling/status/905204807803314176,,,
Brett Vrátil,BrettVratil,2017-09-05 19:57,630,1089,Seriously @AmericanAir Price gouging flights out of miami. Shame on you. These tickets were $500 few hrs ago pic.twitter.com/2JV7bcC2Vw,,@AmericanAir,,"9,05203369891037E+017",https://twitter.com/BrettVratil/status/905203369891037184,,,
Shawn O'Dare,ShawnODare,2017-09-05 19:44,4,8,Airline price gouging is morally wrong at a time like this. @AmericanAir @Delta @SouthwestAir @united @SpiritAirlines @FlyFrontier @JetBlue,,@AmericanAir @Delta @SouthwestAir @united @SpiritAirlines @FlyFrontier @JetBlue,,"9,05200050283917E+017",https://twitter.com/ShawnODare/status/905200050283917312,,,
Tony Summerville,summerville,2017-09-05 19:17,10,55,Sincere thanks to @AmericanAir for getting a plane load of us out of #Antigua today just before the #IrmaHurricane arrived. @BritneySumm pic.twitter.com/F3qw50Rtth,,@AmericanAir @BritneySumm,#Antigua #IrmaHurricane,"9,05193276554273E+017",https://twitter.com/summerville/status/905193276554272768,,,
David Ovalle,DavidOvalle305,2017-09-05 18:57,5,15,Need to cancel @AmericanAir flight so I can stay in Miami to work storm. Wait time on phone - 2 hours. Wow! Callback option not working,,@AmericanAir,,"9,05188079929057E+017",https://twitter.com/DavidOvalle305/status/905188079929057280,,,
Dan Rutstein,DanRutstein,2017-09-05 17:55,9,10,Talking @astonmartin in #Detroit - my latest blog for @AmericanAir http:// awmag.co/mUsg3S pic.twitter.com/mQ1lqVdGtl,,@astonmartin @AmericanAir,#Detroit,"9,05172483866632E+017",https://twitter.com/DanRutstein/status/905172483866632192,,,
Dr. Tracy Heath,trayc7,2017-09-05 17:54,1,35,This is the cutest carry on ever. @AmericanAir pic.twitter.com/J9aCfxlFxy,,@AmericanAir,,"9,05172192358539E+017",https://twitter.com/trayc7/status/905172192358539264,,,
Douglas Lagos,douglaslagoscom,2017-09-05 17:14,8,15,Throwback to my @americanair return trip from Miami to Los Angeles with @rossanavanoni . Weather delay in MIA (wat… http:// ift.tt/2xMFysJ pic.twitter.com/VQ5LJ6NKEc,,@americanair @rossanavanoni,,"9,05162269633458E+017",https://twitter.com/douglaslagoscom/status/905162269633458177,,,
Conor Shine,Conor_Shine,2017-09-05 16:39,4,5,. @AmericanAir just added another flight from SJU to MIA departing on 9/6 https:// twitter.com/DMNBiz/status/ 905147771174473728 …,,@AmericanAir,,"9,05153453336486E+017",https://twitter.com/Conor_Shine/status/905153453336485888,,,
NYCAviation,NYCAviation,2017-09-05 16:37,5,8,"In advance of Hurricane #Irma , @AmericanAir has a travel waiver up for 30 airports including their @iflymia hub.",,@AmericanAir @iflymia,#Irma,"9,05152815043142E+017",https://twitter.com/NYCAviation/status/905152815043141634,,,
airfarewatchdog,airfarewatchdog,2017-09-05 15:29,4,5,"#Detroit #DTW to #Miami #MIA $75 round-trip, nonstop, on @AmericanAir for winter travel http:// bit.ly/2w3GTZS #airfare #flights pic.twitter.com/B8CCMuUAYo",,@AmericanAir,#Detroit #DTW #Miami #MIA #airfare #flights,"9,051358882497E+017",https://twitter.com/airfarewatchdog/status/905135888249700352,,,
CBS4 Miami,CBSMiami,2017-09-05 15:04,6,1,. @AmericanAir allowing travelers coming in/out of #Florida airports to reschedule their flights. http:// cbsloc.al/2f0csON #HurricaneIrma,,@AmericanAir,#Florida #HurricaneIrma,"9,05129464971047E+017",https://twitter.com/CBSMiami/status/905129464971046914,,,
St. Jude,StJude,2017-09-05 15:00,18,55,"Fundraise for this year's #StJude Walk/Run, and your next vacation could be on @AmericanAir ! Learn how: http:// bit.ly/2vvqhPp pic.twitter.com/DXc5sd5qIs",,@AmericanAir,#StJude,"9,05128402302243E+017",https://twitter.com/StJude/status/905128402302242816,,,
Prickles,cognitiveimagry,2017-09-05 14:38,5,9,#Irma2017 #irmasos just head on @KPCC @AmericanAir has extra flights out of Caribbean islands for those who want to evacuate,,@KPCC @AmericanAir,#Irma2017 #irmasos,"9,05123034524131E+017",https://twitter.com/cognitiveimagry/status/905123034524131329,,,
Ben Garnett,b_garnett5,2017-09-05 14:22,4,25,View of the Washington Monument from my @AmericanAir flight from @CLTAirport to @Reagan_Airport yesterday pic.twitter.com/eSaXiWMskb,,@AmericanAir @CLTAirport @Reagan_Airport,,"9,05119017236607E+017",https://twitter.com/b_garnett5/status/905119017236606976,,,
The DJ Named Push Play #CaneGang,djpushplay21,2017-09-05 14:07,5,4,@AmericanAir really charging $2000 for a flight from Miami to DC. Scum I tell you.,,@AmericanAir,,"9,0511518482978E+017",https://twitter.com/djpushplay21/status/905115184829779968,,,
Salmonella Fitzgerald,TonioSpeaks,2017-09-05 13:53,34,26,@AmericanAir so this is what you do when people need to evacuate? A disgusting airline. Capitalism is literally going to let people DIE. pic.twitter.com/HhtIXLojgf,,@AmericanAir,,"9,05111685777809E+017",https://twitter.com/TonioSpeaks/status/905111685777809408,,,
Cory'Ography,Drkilluzionz,2017-09-05 11:56,18,55,I've always stood by @AmericanAir but jacking up the prices out of Miami when FL gets declared to be in a state of emergency? That's low,,@AmericanAir,,"9,05082243277873E+017",https://twitter.com/Drkilluzionz/status/905082243277873154,,,
Jordan Winery,jordanwinery,2017-09-05 10:16,2,6,"#TravelTuesday happiness is seeing this: Best Vineyard Experience, @AmericanAir Celebrated Living Magazine Platinum List Awards. pic.twitter.com/bC49KpPSW2",,@AmericanAir,#TravelTuesday,"9,05056939813593E+017",https://twitter.com/jordanwinery/status/905056939813593088,,,
Diana Gabaldon,Writer_DG,2017-09-05 07:01,26,197,"@AmericanAir , for good service and good food. @SouthwestAir for arbitrarily cancelling my reservation and ignoring my complaint.",,@AmericanAir @SouthwestAir,,"9,05007974409617E+017",https://twitter.com/Writer_DG/status/905007974409617408,,,
tang tang,tissage_sjj,2017-09-04 22:20,2,16,"I have a planed vacation to Miami fl next week, may I know if I should cancel it. #IrmaHurricane @AmericanAir @MiamiBeachNews",,@AmericanAir @MiamiBeachNews,#IrmaHurricane,"9,0487675298347E+017",https://twitter.com/tissage_sjj/status/904876752983470080,,,
Parker,dallasfwspotter,2017-09-04 22:11,1,15,A chrome @AmericanAir 757-200 approaching 18R at @DFWAirport pic.twitter.com/yqiiY0Yeqj,,@AmericanAir @DFWAirport,,"9,04874568015384E+017",https://twitter.com/dallasfwspotter/status/904874568015384577,,,
Nicole Gibbs,Gibbsyyyy,2017-09-04 21:45,0,31,Does @AmericanAir do status matching for customers leaving United? #askingforafriend,,@AmericanAir,#askingforafriend,"9,04868136473604E+017",https://twitter.com/Gibbsyyyy/status/904868136473604097,,,
NBC DFW,NBCDFW,2017-09-04 20:47,12,12,. @AmericanAir Cancels Flights Due to Hurricane #Irma --> http:// on.nbcdfw.com/VK8ny3Q pic.twitter.com/e3Fjss6tQN,,@AmericanAir,#Irma,"9,04853522428121E+017",https://twitter.com/NBCDFW/status/904853522428121088,,,
Ryan Ewing,FlyingHighRyan,2017-09-04 20:20,4,6,"Due to #Irma , @AmericanAir is cancelling a handful of flights to the Carribean. pic.twitter.com/eNyVOFwcIi",,@AmericanAir,#Irma,"9,04846640556761E+017",https://twitter.com/FlyingHighRyan/status/904846640556761089,,,
SimsVIP,SimsVIP,2017-09-04 18:25,5,67,Thank you @AmericanAir for getting me an earlier flight to Florida to prepare my family & homes for possible Irma landfall. You guys ROCK!,,@AmericanAir,,"9,04817802695115E+017",https://twitter.com/SimsVIP/status/904817802695114752,,,
Zoe London,zoelondondj,2017-09-04 17:59,0,17,The @AmericanAir lounge in Philly has a fresh guacamole stand pic.twitter.com/Wagq8tlhxi,,@AmericanAir,,"9,04811270527869E+017",https://twitter.com/zoelondondj/status/904811270527868928,,,
OneVoiceUS™❌💪🛡⚖️🙏☮️🇺🇸🦁,OneVoiceUS,2017-09-04 17:16,48,39,to help a desperate in need of a from SYR to LAX on 9.5.17 - Contact @RevStarr if you can help. @AmericanAir @Delta @JetBlue @united pic.twitter.com/kAHyaNiFt1,,@RevStarr @AmericanAir @Delta @JetBlue @united,,"9,04800337969721E+017",https://twitter.com/OneVoiceUS/status/904800337969721344,,,
Tiffany Michelle,TiffnyMichelle,2017-09-04 16:40,1,12,People readily complain about #airlines but infrequently praise. BIG UPS to Angela at @AmericanAir 's LAX bag drop. Her service made my day,,@AmericanAir,#airlines,"9,04791240213881E+017",https://twitter.com/TiffnyMichelle/status/904791240213880832,,,
Max Borrelli,onebigtooth,2017-09-04 15:45,16,38,I have a flight tmrw from Orl @AmericanAir doesn't care that #HurricaneIrma is going to hit FL by Fri. Still wants to charge me cancel fees,,@AmericanAir,#HurricaneIrma,"9,04777395089105E+017",https://twitter.com/onebigtooth/status/904777395089104897,,,
Dana Brinkley,BrinkleyDana,2017-09-04 12:34,3,18,Beautiful morning @TucsonAirport @AmericanAir #bestjobever pic.twitter.com/H7anWSMof8,,@TucsonAirport @AmericanAir,#bestjobever,"9,0472946723849E+017",https://twitter.com/BrinkleyDana/status/904729467238490116,,,
Secret Flying,SecretFlying,2017-09-04 10:37,9,14,"Non-stop from Miami to Paris, France for only $466 roundtrip with @AmericanAir . http://www. secretflying.com/posts/xmas-new -year-miami-paris-france-410-roundtrip/ … pic.twitter.com/PwRtSgdEhe",,@AmericanAir,,"9,04699970032427E+017",https://twitter.com/SecretFlying/status/904699970032427013,,,
Kenny Kitsune,KennyKitsune,2017-09-04 09:32,1,17,"Time to say bye-bye to @mephitfurmeet .... @AmericanAir , please take dis cute foxy home. pic.twitter.com/Ohts0Asls3",,@mephitfurmeet @AmericanAir,,"9,04683594614018E+017",https://twitter.com/KennyKitsune/status/904683594614018048,,,
Airbus in the U.S,AirbusInTheUS,2017-09-04 09:01,7,30,We hope everyone has a safe and enjoyable Labor Day! @AmericanAir #A330 #AvGeek http:// ow.ly/IX7730eQdOd,,@AmericanAir,#A330 #AvGeek,"9,04675665571611E+017",https://twitter.com/AirbusInTheUS/status/904675665571610627,,,
JOSLYN DAVIS,JoslynDavis,2017-09-03 22:34,5,411,. @AmericanAir is the worst. I never complain but honestly you just suck.,,@AmericanAir,,"9,04518014518694E+017",https://twitter.com/JoslynDavis/status/904518014518693889,,,
Phantoms,phantoms,2017-09-03 21:56,5,111,Feel free to use this pic for any promotional material @AmericanAir pic.twitter.com/KXiAguqQS6,,@AmericanAir,,"9,04508373013541E+017",https://twitter.com/phantoms/status/904508373013540864,,,
Airlines for America,AirlinesDotOrg,2017-09-03 20:47,11,43,Taking a moment to take in the sunset #ScenicSunday @AmericanAir ( @CLTAirport ) pic.twitter.com/HWs8C5WX60,,@AmericanAir @CLTAirport,#ScenicSunday,"9,04490956573073E+017",https://twitter.com/AirlinesDotOrg/status/904490956573073409,,,
Ross McCall 🍀,maccageezer,2017-09-03 20:46,0,44,G'night America. See you in the Bonjour. @AmericanAir pic.twitter.com/XjTdKXKmr1,,@AmericanAir,,"9,04490818811171E+017",https://twitter.com/maccageezer/status/904490818811170816,,,
Serpentico🐍👑,Lucha_Cruz,2017-09-03 15:13,2,15,"Due to @AmericanAir forcing me to check my bag and then losing it, I'll be wrestling in some sweet joggers at @FestWrestling tonight. pic.twitter.com/bJXvzLJoe5 – at Orlando International Airport (MCO)",,@AmericanAir @FestWrestling,,"9,04406960107385E+017",https://twitter.com/Lucha_Cruz/status/904406960107384832,,,
Travel + Leisure,TravelLeisure,2017-09-03 14:45,17,25,". @AmericanAir may start selling cheap, no-frills fares to Europe http:// tandl.me/2guFW7p pic.twitter.com/dL01uyF5tv",,@AmericanAir,,"9,0439987686321E+017",https://twitter.com/TravelLeisure/status/904399876863209472,,,
Brandt Snedeker,BrandtSnedeker,2017-09-03 12:03,3,241,Big thanks to Alfredo @AmericanAir who works in Miami.. Only person in 2 days who was kind and went above and beyond to get us home..,,@AmericanAir,,"9,04359318757274E+017",https://twitter.com/BrandtSnedeker/status/904359318757273600,,,
FlyingLord,FlyingLord,2017-09-03 08:45,2,21,American Airlines 777 early morning arrival at FRA airport #spotting #planespotter #aa #AmericanAirlines @AmericanAir pic.twitter.com/NYsoZJMwkw,,@AmericanAir,#spotting #planespotter #aa #AmericanAirlines,"9,0430940606573E+017",https://twitter.com/FlyingLord/status/904309406065729536,,,
Ed Harrison,Ed_the_III,2017-09-03 00:31,5,6,Great article featuring @KanXukResort in the September edition of @AmericanAir magazine! #Mexico #Travel #AmericanWay pic.twitter.com/ID7tsVZChE,,@KanXukResort @AmericanAir,#Mexico #Travel #AmericanWay,"9,04185004351259E+017",https://twitter.com/Ed_the_III/status/904185004351258625,,,
John Peterson,JohnPetersonFW,2017-09-02 23:20,0,19,They're worst of all time pro,,,,"9,0416719776913E+017",https://twitter.com/JohnPetersonFW/status/904167197769129989,,,
Brandt Snedeker,BrandtSnedeker,2017-09-02 23:14,9,99,"Now after waiting in a line for an hour to rebook, no one can help us.. @AmericanAir Really!!!!",,@AmericanAir,,"9,0416574808764E+017",https://twitter.com/BrandtSnedeker/status/904165748087640065,,,
Brandt Snedeker,BrandtSnedeker,2017-09-02 23:13,56,398,"Ok @AmericanAir , worst travel experience of my 20yrs of traveling today.. 1)5hr delay 2)lost bag 3)lost bag caused to miss connection",,@AmericanAir,,"9,04165509607944E+017",https://twitter.com/BrandtSnedeker/status/904165509607944193,,,
Brandt Snedeker,BrandtSnedeker,2017-09-02 23:01,7,49,"Hey @AmericanAir , need a little help after a pretty brutal travel day",,@AmericanAir,,"9,04162298515816E+017",https://twitter.com/BrandtSnedeker/status/904162298515816448,,,
k a c i l a n e,KaciBLane,2017-09-02 21:48,33,15,Taken off of their flight.Treated like criminals.No refunds.MISSING THEIR WEDDING.Please share and let @AmericanAir know my family is hurt. pic.twitter.com/1WtL8BKVsE,,@AmericanAir,,"9,04144137099907E+017",https://twitter.com/KaciBLane/status/904144137099907072,,,
Secret Flying,SecretFlying,2017-09-02 15:08,5,8,Miami to Salt Lake City (& vice versa) for only $139 roundtrip with @AmericanAir . http://www. secretflying.com/posts/miami-sa lt-lake-city-vice-versa-139-roundtrip/ … pic.twitter.com/CKxufNcC1U,,@AmericanAir,,"9,04043332946596E+017",https://twitter.com/SecretFlying/status/904043332946595841,,,
jude 🤓🐶💚,jud3vill,2017-09-02 14:03,2,107,Louis on his first airplane Thank you @AmericanAir for treating my Louis so well & for a safe flight pic.twitter.com/fFDHumW2fa,,@AmericanAir,,"9,04027026700554E+017",https://twitter.com/jud3vill/status/904027026700554240,,,
Secret Flying,SecretFlying,2017-09-02 13:34,11,11,Chicago to Atlanta (& vice versa) for only $80 roundtrip with @AmericanAir . http://www. secretflying.com/posts/chicago- atlanta-vice-versa-80-roundtrip/ … pic.twitter.com/Rcai8YuiOw,,@AmericanAir,,"9,04019697020043E+017",https://twitter.com/SecretFlying/status/904019697020043266,,,
Visit USA Ireland,VisitUSAIreland,2017-09-02 13:30,5,6,Great news for @ShannonAirport . @AmericanAir to expand flights from Shannon to Philadelphia in 2018! #Travel https:// twitter.com/ShannonAirport /status/900118945675583490 …,,@ShannonAirport @AmericanAir,#Travel,"9,04018699123917E+017",https://twitter.com/VisitUSAIreland/status/904018699123916801,,,
HB-IGE,LUAWR23,2017-09-02 11:39,5,24,It's time to say THANKS officially to @AirlineGeeks and @AmericanAir for #AAviationDay !!! The #JFK report ! http:// wp.me/p4jdAE-I0 Enjoy !,,@AirlineGeeks @AmericanAir,#AAviationDay #JFK,"9,03990814552072E+017",https://twitter.com/LUAWR23/status/903990814552072193,,,
Cat of CatsAndKilts,CatsandKilts,2017-09-02 08:14,7,23,Hey @SamHeughan @caitrionambalfe flying high now! There's an @Outlander_STARZ blurb in this months @AmericanAir magazine! pic.twitter.com/a0dC0rHZdR,,@SamHeughan @caitrionambalfe @Outlander_STARZ @AmericanAir,,"9,03939205469962E+017",https://twitter.com/CatsandKilts/status/903939205469962240,,,
