text,tweet2words,num_capitalized,tweet_length,num_negative_words,num_positive_words,num_neutral_words,has_capitalized,num_capitalised_positive_words,num_capitalised_negative_words,num_hashtags,num_special_character,correctedText
All set with his @starwars Lego game and ready to go! Love that @SouthwestAir offers so many non-stop flights from @DallasLoveField ! #Disneyland here we come! pic.twitter.com/ZfWFbQgnuq,All set Lego game ready go Love offers many non stop flights Disneyland come pic twitter com ZfWFbQgnuq,0,20,0,2,25,1,0,0,1,9, All set Lego game ready go Love offers many non stop flights Disneyland come pic twitter com 
Seven (of the 22) @MightyDrunksNSH players are aboard @SouthwestAir en route to Lake Nokomis! We're the four that sat close to each other. #RoadToUSPHC pic.twitter.com/0gyL7R9dXS – at Nashville International Airport (BNA),Seven players aboard en route Lake Nokomis We four sat close RoadToUSPHC pic twitter com gyL R dXS Nashville International Airport BNA,1,23,0,0,31,1,0,0,1,11, Seven players aboard en route Lake Gnomish We four sat close Roadhouse pic twitter com gym R XS Nashville International Airport BAN
". @SouthwestAir I'm not a tweet at airlines guy but can't stay quiet after hearing that you have removed @BudLight from all flights in '18... that is preposterous. Asking me if Miller Lite is OK is the beer version of offering Pepsi over Coke - nope, never alright. Damn you!",I tweet airlines guy stay quiet hearing removed flights preposterous Asking Miller Lite OK beer version offering Pepsi Coke nope never alright Damn,1,24,1,1,48,1,0,0,0,11, I tweet airlines guy stay quiet hearing removed flights preposterous Asking Miller Lite OK beer version offering Pepsi Coke nope never alright Damn
Mil gracias to our Gubernatorial Forum sponsors @CHCFNews @PGE4Me @CalEndow @BankofAmerica @SouthwestAir #CastellanoFamilyFoundation @IrvineFdn @WK_Kellogg_Fdn #WKFGivingFund @oportunloans @AltaMedHealthS #SiliconValleyCommunityFoundation @AARPCA @CollegeFutures @EdTrustWest pic.twitter.com/HSrEXlqeHP,Mil gracias Gubernatorial Forum sponsors CastellanoFamilyFoundation WKFGivingFund SiliconValleyCommunityFoundation pic twitter com HSrEXlqeHP,0,26,0,0,23,1,0,0,3,16, Mil gracious Gubernatorial Forum sponsors Foundational Thanksgiving  pic twitter com 
"This week I have flown @AmericanAir @SouthwestAir and @Delta . This has given me an understanding of each airlines process, flight experience and amenities. Southwest destroys the competition.",This week I flown This given understanding airlines process flight experience amenities Southwest destroys competition,0,15,0,0,28,1,0,0,0,7, This week I flown This given understanding airlines process flight experience amenities Southwest destroys competition
First @AlaskaAir then @united and now @SouthwestAir will soon be flying out of Paine Field in Snohomish County! My live report with latest details at 6am on @KIRO7Seattle https:// twitter.com/kiro7seattle/s tatus/956507446356467712 …,First soon flying Paine Field Snohomish County My live report latest details https twitter com kiro seattle tatus,0,22,0,0,32,1,0,0,0,9, First soon flying Paine Field Gnomish County My live report latest details HTTP twitter com kilo Seattle tats
Need a little LUV in your life? You're in luck: @SouthwestAir is bringing daily service to Paine Field later this year! https://www. seattletimes.com/business/boein g-aerospace/southwest-will-join-airlines-flying-from-everetts-paine-field/ …,Need little LUV life You luck bringing daily service Paine Field later year https www seattletimes com business boein g aerospace southwest join airlines flying everetts paine field,1,28,0,0,25,1,0,0,0,9, Need little LAV life You luck bringing daily service Paine Field later year HTTP WWW timetables com business Boeing g aerospace southwest join airlines flying Everett Paine field
36,,0,0,0,0,1,0,0,0,0,0,
"In February, every @SouthwestAir flight will be #proudlybaltimore #myBmore http://www. baltimoresun.com/features/balti more-insider-blog/bs-fe-southwest-magazine-baltimore-20180124-story.html … pic.twitter.com/sRHx2JZGDV",In February every flight proudlybaltimore myBmore http www baltimoresun com features balti insider blog bs fe southwest magazine baltimore story html pic twitter com sRHx JZGDV,1,26,0,0,14,1,0,0,2,9, In February every flight Baltimore Mysore HTTP WWW Baltimore com features Baltic insider blog BS Fe southwest magazine Baltimore story HTML pic twitter com Sr 
Living @SouthwestAir right now @7im #doglovers https:// twitter.com/pbpost/status/ 956345693555355649 …,Living right doglovers https twitter com pbpost status,0,10,0,1,9,1,0,0,1,6, Living right dog lovers HTTP twitter com Post status
"Hi @SouthwestAir I just want you to know you’re the best airline ever and I love you thank you for peanuts, cheese crackers, and on time flights",Hi I want know best airline ever I love thank peanuts cheese crackers time flights,0,14,0,3,24,1,0,0,0,4, Hi I want know best airline ever I love thank peanuts cheese crackers time flights
"With #improvements in Terminal 1 Ticketing complete AND our record-breaking 2017 passenger numbers, we figured it was time for a party. Here's to a new look and 48.5 million passengers! #Vegas #TourismMatters @SouthwestAir @Delta @TSA @Allegiant @SpiritAirlines @AmericanAir pic.twitter.com/z3WC3cfUVQ",With improvements Terminal Ticketing complete AND record breaking passenger numbers figured time party Here new look million passengers Vegas TourismMatters pic twitter com z WC cfUVQ,2,29,0,0,39,1,0,0,3,16, With improvements Terminal Ticketing complete AND record breaking passenger numbers figured time party Here new look million passengers Vegas Tourism Matters pic twitter com z WC 
"To all of my friends in #augmentedreality check out the Bag Sizer in the @SouthwestAir app. It’s super accurate & a really good use of #ARKit . Well done, SWA! pic.twitter.com/IIvvvF6vnU",To friends augmentedreality check Bag Sizer app It super accurate really good use ARKit Well done SWA pic twitter com IIvvvF vnU,1,21,0,4,27,1,0,0,2,10, To friends augmented reality check Bag Sizer app It super accurate really good use Ar Kit Well done SAW pic twitter com Divvy v Nu
Great News! 62 Dogs & Cats Who Survived Puerto Rico’s Devastating Hurricane Flown By @SouthwestAir & #LuckyDogAnimalRescue To Their Forever Homes! http:// worldanimalnews.com/62-dogs-cats-s urvived-puerto-ricos-devastating-hurricane-flown-southwest-airlines-lucky-dog-animal-rescue-forever-homes/ … pic.twitter.com/bZOLGhVhRW,Great News Dogs Cats Who Survived Puerto Rico Devastating Hurricane Flown By LuckyDogAnimalRescue To Their Forever Homes http worldanimalnews com dogs cats urvived puerto ricos devastating hurricane flown southwest airlines lucky dog animal rescue forever homes pic twitter com bZOLGhVhRW,0,37,1,1,24,1,0,0,1,12, Great News Dogs Cats Who Survived Puerto Rico Devastating Hurricane Flown By  To Their Forever Homes HTTP worldliness com dogs cats survived Puerto rices devastating hurricane flown southwest airlines lucky dog animal rescue forever homes pic twitter com 
"Ready for your daily dose of good news?? In partnership with a non-profit, @SouthwestAir rescued 62 abandoned cats and dogs from Puerto Rico @MSNBC http://www. msnbc.com/stephanie-ruhl e/watch/cats-and-dogs-rescued-from-puerto-rico-via-airplane-1144579651930 …",Ready daily dose good news In partnership non profit rescued abandoned cats dogs Puerto Rico http www msnbc com stephanie ruhl e watch cats dogs rescued puerto rico via airplane,0,31,0,2,26,1,0,0,0,8, Ready daily dose good news In partnership non profit rescued abandoned cats dogs Puerto Rico HTTP WWW NBC com Stephanie hurl e watch cats dogs rescued Puerto Rico via airplane
love that these @SouthwestAir people are dressed up like traffic cones with zero explanation. Ontario! pic.twitter.com/hM3gISnWrv,love people dressed like traffic cones zero explanation Ontario pic twitter com hM gISnWrv,0,15,0,2,14,1,0,0,0,4, love people dressed like traffic cones zero explanation Ontario pic twitter com HM Giselle
"#Leukemia survivor aims to give back after stem cell transplant, #clinicaltrial . http:// bit.ly/2hQ1eNj @southwestair #leusm #CancerMoonshot #endcancer pic.twitter.com/oqMIuI1SRe",Leukemia survivor aims give back stem cell transplant clinicaltrial http bit ly hQ eNj leusm CancerMoonshot endcancer pic twitter com oqMIuI SRe,0,23,0,1,18,0,0,0,5,11, Leukemia survivor aims give back stem cell transplant clinical trial HTTP bit l HQ en coleus Cancer Moonshot end cancer pic twitter com osmium Se
A nice surprise from @SouthwestAir #CustomerService . I had one of those flights we all just want to forget. I received an apology email and a voucher to use on my next flight. TOTALLY UNEXPECTED! Thanks! pic.twitter.com/zDGUQDvLON,A nice surprise CustomerService I one flights want forget I received apology email voucher use next flight TOTALLY UNEXPECTED Thanks pic twitter com zDGUQDvLON,2,22,0,1,36,1,0,0,1,8, A nice surprise Customer Service I one flights want forget I received apology email voucher use next flight TOTALLY UNEXPECTED Thanks pic twitter com 
Southwest airlifts 62 puppies and kittens out of hurricane-hit Puerto Rico (Thank you @SouthwestAir ! So many stranded pets were left behind) https://www. dallasnews.com/business/south west-airlines/2018/01/22/southwest-airlifts-62-puppies-kittens-hurricane-hit-puerto-rico …,Southwest airlifts puppies kittens hurricane hit Puerto Rico Thank So many stranded pets left behind https www dallasnews com business south west airlines southwest airlifts puppies kittens hurricane hit puerto rico,0,31,0,0,26,1,0,0,0,9, Southwest airlifts puppies kittens hurricane hit Puerto Rico Thank So many stranded pets left behind HTTP WWW Dallas com business south west airlines southwest airlifts puppies kittens hurricane hit Puerto Rico
"How @dcluckydog teamed up w/ @SouthwestAir to bring a plane full of abandoned Puerto Rican satos"" to DC area. I needed to read this story this morning",How teamed w bring plane full abandoned Puerto Rican satos DC area I needed read story morning,1,17,0,0,27,1,0,0,0,5, How teamed w bring plane full abandoned Puerto African sates DC area I needed read story morning
Awesome profile of an awesome city in @SouthwestAir Magazine this month. Tells the untold story really well. Fun getting a preview tonight. cc: @MrJoshCharles #MyBmore pic.twitter.com/3BvjvY8dQb,Awesome profile awesome city Magazine month Tells untold story really well Fun getting preview tonight cc MyBmore pic twitter com BvjvY dQb,0,24,0,3,23,1,0,0,1,8, Awesome profile awesome city Magazine month Tells untold story really well Fun getting preview tonight cc Mysore pic twitter com  db
Loved this story! Amazing flight made possible by @SouthwestAir and volunteers from Lucky Dog Animal Rescue! So many puppies and kittens saved from tough conditions in Puerto Rico. #KHOU11 pic.twitter.com/svrZLmvkNh,Loved story Amazing flight made possible volunteers Lucky Dog Animal Rescue So many puppies kittens saved tough conditions Puerto Rico KHOU pic twitter com svrZLmvkNh,1,25,0,4,26,1,0,0,1,6, Loved story Amazing flight made possible volunteers Lucky Dog Animal Rescue So many puppies kittens saved tough conditions Puerto Rico THOU pic twitter com 
Congratulations to our friends at @SouthwestAir for receiving a @NKYTriED Thoroughbred Award! We are proud to have you at CVG. #CVGnext pic.twitter.com/jGEIUkT8XK,Congratulations friends receiving Thoroughbred Award We proud CVG CVGnext pic twitter com jGEIUkT XK,2,15,0,2,20,1,0,0,1,6, Congratulations friends receiving Thoroughbred Award We proud CG Cygnet pic twitter com  CK
Flight attendant just said “kinda like marriage we Love yall but we don’t trust y’all. So we are going to come thru and make sure you guys are wearing your seatbelts”... @SouthwestAir #LoveIT,Flight attendant said kinda like marriage Love yall trust So going come thru make sure guys wearing seatbelts LoveIT,0,19,0,3,30,1,0,0,1,6, Flight attendant said kinda like marriage Love tall trust So going come thru make sure guys wearing seat belts Love It
#TravelTuesday Planning a trip to Minneapolis to cheer on the @Eagles in #SuperBowl @AmericanAir and @Delta offer daily nonstop flights from #PHLairport to @mspairport while @SouthwestAir is offering special flights from PHL to MSP for the Super Bowl. #FlyEaglesFly #Eagles pic.twitter.com/nQIxNhESio,TravelTuesday Planning trip Minneapolis cheer SuperBowl offer daily nonstop flights PHLairport offering special flights PHL MSP Super Bowl FlyEaglesFly Eagles pic twitter com nQIxNhESio,2,29,0,2,39,1,0,0,5,12, Travel Tuesday Planning trip Minneapolis cheer Super Bowl offer daily nonstop flights Airport offering special flights FL MAP Super Bowl Flyleaves Eagles pic twitter com cohesion
"First race flight of the year is under way, pulled @SouthwestAir A01 for both legs. #Rolex24 pic.twitter.com/pxKvvLoKds",First race flight year way pulled A legs Rolex pic twitter com pxKvvLoKds,0,13,0,0,17,1,0,0,1,5, First race flight year way pulled A legs Rolex pic twitter com 
. @SouthwestAir flies 62 dogs and cats out of Puerto Rico for adoption in US http://www. foxnews.com/travel/2018/01 /23/southwest-airlines-flies-62-dogs-and-cats-out-puerto-rico-for-adoption-in-us.html …,flies dogs cats Puerto Rico adoption US http www foxnews com travel southwest airlines flies dogs cats puerto rico adoption us html,1,23,0,0,19,1,0,0,0,6, flies dogs cats Puerto Rico adoption US HTTP WWW fox news com travel southwest airlines flies dogs cats Puerto Rico adoption us HTML
"To all of you who joined us for the @1LoganHenderson @SouthwestAir #SoundStage on Friday, here are your photos! Check 'em out! https:// power961.iheart.com/featured/power -performance-southwest-sound-stage/content/2018-01-22-logan-henderson-on-the-southwest-soundstage/ … pic.twitter.com/N0U59WYchw",To joined us SoundStage Friday photos Check em https power iheart com featured power performance southwest sound stage content logan henderson southwest soundstage pic twitter com N U WYchw,0,30,0,0,26,1,0,0,1,12, To joined us Sound Stage Friday photos Check em HTTP power heart com featured power performance southwest sound stage content Logan Henderson southwest sound stage pic twitter com N U Hwy
"I Love second chances & these starving, abandon dogs from Puerto Rico’s hurricane are getting one! Thank U @SouthwestAir & @DCLuckyDog !! #AnimalRescue http:// wapo.st/2E2Jysi",I Love second chances starving abandon dogs Puerto Rico hurricane getting one Thank U AnimalRescue http wapo st E Jysi,0,21,0,2,23,1,0,0,1,11, I Love second chances starving abandon dogs Puerto Rico hurricane getting one Thank U Animal Rescue HTTP capo st E Sissy
"A @SouthwestAir plane full of animals was flown from San Juan to Baltimore, thanks to hundreds of volunteer hours & thousands of volunteer dollars marshaled by lawyer & animal lover Mirah Horowitz and her Arlington, Va., organization, @DCLuckyDog . #Heroes http:// wapo.st/2DwRlBP?tid=ss _tw&utm_term=.c10206f39cec …",A plane full animals flown San Juan Baltimore thanks hundreds volunteer hours thousands volunteer dollars marshaled lawyer animal lover Mirah Horowitz Arlington Va organization Heroes http wapo st DwRlBP tid ss tw utm term c f cec,0,38,0,1,43,1,0,0,1,14, A plane full animals flown San Juan Baltimore thanks hundreds volunteer hours thousands volunteer dollars marshaled lawyer animal lover Mira Horowitz Arlington Va organization Heroes HTTP capo st  teed SS wt tum term c f cc
"I am trying to expose my students to STEM careers using our Luciana doll, so I brought her on my @SouthwestAir flight this morning to talk to some awesome pilots. Thank you guys! This is why I only fly SW! pic.twitter.com/AfcuidTNNO",I trying expose students STEM careers using Luciana doll I brought flight morning talk awesome pilots Thank guys This I fly SW pic twitter com AfcuidTNNO,2,23,0,2,39,1,0,0,0,6, I trying expose students STEM careers using Lucian doll I brought flight morning talk awesome pilots Thank guys This I fly SW pic twitter com 
early morning #pinksocks @SouthwestAir #pdx to #rdu pic.twitter.com/GJljjF17tS,early morning pinksocks pdx rdu pic twitter com GJljjF tS,0,11,0,0,8,0,0,0,3,5, early morning pink socks pd rd pic twitter com  ts
Excited to share this story with you tonight! A local @SouthwestAir pilot flew to Puerto Rico to help save dozens of puppies and kittens. Hear from him and see what happened on the amazing flight tonight #KHOU11 at 10 pic.twitter.com/h9tgRn9uQA,Excited share story tonight A local pilot flew Puerto Rico help save dozens puppies kittens Hear see happened amazing flight tonight KHOU pic twitter com h tgRn uQA,1,28,0,2,38,1,0,0,1,5, Excited share story tonight A local pilot flew Puerto Rico help save dozens puppies kittens Hear see happened amazing flight tonight THOU pic twitter com h tern QA
Quite the view leaving @DENAirport earlier today on @SouthwestAir pic.twitter.com/tzevcfFkXD,Quite view leaving earlier today pic twitter com tzevcfFkXD,0,11,0,0,10,1,0,0,0,3, Quite view leaving earlier today pic twitter com 
-Heatsink completely removed from CPU and flipped over. -Case screws for lid missing entirely. -Hard drive twisted in power cables upside down. This is why you don't send something marked FRAGILE TUMBLING DOWN A RAMP @SouthwestAir pic.twitter.com/mmmq3wPfX0,Heatsink completely removed CPU flipped Case screws lid missing entirely Hard drive twisted power cables upside This send something marked FRAGILE TUMBLING DOWN A RAMP pic twitter com mmmq wPfX,5,28,2,0,35,1,0,0,0,9, Heat sink completely removed CPU flipped Case screws lid missing entirely Hard drive twisted power cables upside This send something marked FRAGILE TUMBLING DOWN A RAMP pic twitter com mm WP
Big thanks to @SouthwestAir for gettin me a great 2nd flight after first flight mixup and getting us from STL to LAX 10 mins early. Great job & I will be back.,Big thanks gettin great nd flight first flight mixup getting us STL LAX mins early Great job I back,2,19,0,2,30,1,0,0,0,4, Big thanks getting great ND flight first flight mix up getting us ST LAX mind early Great job I back
"Great story here. Lots of heroes -- including @SouthwestAir , @dcluckydog , @petulad . https://www. washingtonpost.com/local/a-plane- fills-with-pets-devastated-by-puerto-ricos-hurricane-sad-and-funny-all-at-once/2018/01/22/a5809f34-ff2c-11e7-bb03-722769454f82_story.html?utm_term=.790607ab5d16 …",Great story Lots heroes including https www washingtonpost com local plane fills pets devastated puerto ricos hurricane sad funny f ff c e bb f story html utm term ab,0,33,0,1,17,1,0,0,0,12, Great story Lots heroes including HTTP WWW Washingtonian com local plane fills pets devastated Puerto rices hurricane sad funny f ff c e BB f story HTML tum term ab
Y'all. @SouthwestAir airlifted 62 puppies and kittens out of hurricane-hit Puerto Rico AND THERE ARE PHOTOS. https://www. dallasnews.com/business/south west-airlines/2018/01/22/southwest-airlifts-62-puppies-kittens-hurricane-hit-puerto-rico … pic.twitter.com/I0ViQX8aHw,Y airlifted puppies kittens hurricane hit Puerto Rico AND THERE ARE PHOTOS https www dallasnews com business south west airlines southwest airlifts puppies kittens hurricane hit puerto rico pic twitter com I ViQX aHw,4,30,0,0,21,1,0,0,0,9, Y airlifted puppies kittens hurricane hit Puerto Rico AND THERE ARE PHOTOS HTTP WWW Dallas com business south west airlines southwest airlifts puppies kittens hurricane hit Puerto Rico pic twitter com I Vixen Haw
"ICYMI: Love @SouthwestAir 's more lines"" tag line on this 1989 route map: http:// airlinemaps.tumblr.com/post/169885696 488/southwest-ad-map-1989-southwest-airlines-the … ( Pat B) pic.twitter.com/nwHKBJX7iP""",ICYMI Love lines tag line route map http airlinemaps tumblr com post southwest ad map southwest airlines Pat B pic twitter com nwHKBJX iP,1,25,0,1,20,1,0,0,0,12, ICY MI Love lines tag line route map HTTP airline maps tumble com post southwest ad map southwest airlines Pat B pic twitter com  IP
"On Saturday, @DCLuckyDog + @SouthwestAir partnered to fly a 737 with 14,000 lbs of supplies to #PuertoRico and returned to Baltimore with 62 rescued cats and dogs ready for adoption. Pet rescue playback at https://www. flightradar24.com/data/aircraft/ n7885a#102ede85 … pic.twitter.com/VRNON6i0kq",On Saturday partnered fly lbs supplies PuertoRico returned Baltimore rescued cats dogs ready adoption Pet rescue playback https www flightradar com data aircraft n ede pic twitter com VRNON kq,1,31,0,1,38,1,0,0,2,12, On Saturday partnered fly lbs supplies Puerto Rico returned Baltimore rescued cats dogs ready adoption Pet rescue playback HTTP WWW flight radar com data aircraft n ed pic twitter com VERNON kw
How is it 2018 and @SouthwestAir doesn’t have an electronic tracking system for bags. My bags been gone for 3 days and you guys really have no idea where my bag is??? On a direct flight none the less?? You guys are a joke..,How electronic tracking system bags My bags gone days guys really idea bag On direct flight none less You guys joke,0,18,0,0,44,1,0,0,0,6, How electronic tracking system bags My bags gone days guys really idea bag On direct flight none less You guys joke
So proud of my sis! Over 60 furry friends rescued from #PuertoRico by @DCLuckyDog https://www. washingtonpost.com/local/a-plane- fills-with-pets-devastated-by-puerto-ricos-hurricane-sad-and-funny-all-at-once/2018/01/22/a5809f34-ff2c-11e7-bb03-722769454f82_story.html?utm_term=.a7702b08b3b7 … #satopride #iamluckydog @maddow @lawrence @jaketapper @joyannreid @maddowblog @jimmykimmel @jimmykimmellive @lin_manuel @SouthwestAir @washingtonpost pic.twitter.com/jTEbwiQGrq,So proud sis Over furry friends rescued PuertoRico https www washingtonpost com local plane fills pets devastated puerto ricos hurricane sad funny f ff c e bb f story html utm term b b b satopride iamluckydog pic twitter com jTEbwiQGrq,0,51,0,1,30,1,0,0,3,20, So proud sis Over furry friends rescued Puerto Rico HTTP WWW Washingtonian com local plane fills pets devastated Puerto rices hurricane sad funny f ff c e BB f story HTML tum term b b b topside  pic twitter com 
First day at @SouthwestAir and it.... is.... amazing. I feel so loved. #ThanksForEncouragingMeToTweetAtWork #CampusReach,First day amazing I feel loved ThanksForEncouragingMeToTweetAtWork CampusReach,0,8,0,0,14,1,0,0,2,7, First day amazing I feel loved  Campus Reach
#HappyAnniversary @SouthwestAir ! Launched 12 daily flights from @FlyTPA 22 years ago and now the beloved airline operates 100+ daily flights and serves 35 percent of our annual passengers. pic.twitter.com/0EGiTsk6El,HappyAnniversary Launched daily flights years ago beloved airline operates daily flights serves percent annual passengers pic twitter com EGiTsk El,0,22,0,1,29,1,0,0,1,7, Happy Anniversary Launched daily flights years ago beloved airline operates daily flights serves percent annual passengers pic twitter com Legit E
The sky's the limit. Book nonstop flights with @SouthwestAir from Ft. Lauderdale. http://www. southwestvacations.com/destinations/d estination.aspx?dest=gcm … IG: @frompaddocktoplate pic.twitter.com/ZtcRFgbidL,The sky limit Book nonstop flights Ft Lauderdale http www southwestvacations com destinations estination aspx dest gcm IG pic twitter com ZtcRFgbidL,1,23,0,0,19,1,0,0,0,12, The sky limit Book nonstop flights Ft Lauder dale HTTP WWW southwest vacations com destinations estimation asp fest gm IF pic twitter com 
Are you the person who flies @SouthwestAir with boarding group C seat 25 and you stand by 25 the whole time?,Are person flies boarding group C seat stand whole time,0,10,0,0,21,1,0,0,0,2, Are person flies boarding group C seat stand whole time
"Who else watching @Eagles @Vikings @NFL #NFCChampionship from 40,000 feet Thx for WiFi @SouthwestAir #FlyEaglesFly NeverDoubt...Shout it out #EaglesAllTheWay @NBCPhiladelphia @harryhairston @JClarkNBCS @mharrisNBCS @HughE_Dillon @jimrosenfield @jackielondon @brittneyshipp pic.twitter.com/EeIgTvyH8k",Who else watching NFCChampionship feet Thx WiFi FlyEaglesFly NeverDoubt Shout EaglesAllTheWay pic twitter com EeIgTvyH k,0,28,0,0,28,1,0,0,3,18, Who else watching Championship feet Th WiFi Flyleaves Never Doubt Shout  pic twitter com Eighteenth k
Headed to Nashville for a week of meetings & writing some new songs. Thanks @DallasLoveField & @SouthwestAir for always taking care of this Texas girl!,Headed Nashville week meetings writing new songs Thanks always taking care Texas girl,0,15,0,0,25,1,0,0,0,6, Headed Nashville week meetings writing new songs Thanks always taking care Texas girl
Worst experience in the past 8 years I've had with @SouthwestAir . This is what I get for remaining loyal to you guys? Might be time to switch airlines.,Worst experience past years I This I get remaining loyal guys Might time switch airlines,0,13,1,1,27,1,0,0,0,5, Worst experience past years I This I get remaining loyal guys Might time switch airlines
A @SouthwestAir @BoeingAirplanes 737MAX departing snowy @BUFAirport bound for @FLLFlyer pic.twitter.com/JvM5KCTy4W,A MAX departing snowy bound pic twitter com JvM KCTy W,1,14,0,0,11,1,0,0,0,5, A MAX departing snowy bound pic twitter com Jam KC Ty W
Just wanted to give a shout out to my favorite airline @SouthwestAir ! Truly the best customer service and I’ll never stray.,Just wanted give shout favorite airline Truly best customer service I never stray,0,12,0,2,20,1,0,0,0,4, Just wanted give shout favorite airline Truly best customer service I never stray
"Thanks for canceling my flight and the horrible customer service, @SouthwestAir .",Thanks canceling flight horrible customer service,0,7,1,0,11,1,0,0,0,3, Thanks canceling flight horrible customer service
"Deepest condolences to @IrishTea1 , who lost her mom and wasn't able to be by her side in her last moments because of @SouthwestAir 's Orlando airport staff being absolutely inhumane: https:// twitter.com/IrishTea1/stat us/954900075247030273?ref_src=twcamp%5Eshare%7Ctwsrc%5Em5%7Ctwgr%5Eemail%7Ctwcon%5E7046%7Ctwterm%5E0 …",Deepest condolences lost mom able side last moments Orlando airport staff absolutely inhumane https twitter com IrishTea stat us ref src twcamp Eshare Ctwsrc Em Ctwgr Eemail Ctwcon E Ctwterm E,0,33,1,0,34,1,0,0,0,10, Deepest condolences lost mom able side last moments Orlando airport staff absolutely inhumane HTTP twitter com Irish Tea stat us ref arc camp Share  Em Ctr Email Concoct E Termite E
"60+ cats & dogs rescued from #PuertoRico are now safe in the arms of foster & forever families. Thank you to all of our supporters& @southwestair for making this flight a reality! To adopt, visit us tomorrow from 12-2PM at the @petsmart in Gaithersburg. #IAmLuckyDog #whywerescue pic.twitter.com/EXSsdDVLxI",cats dogs rescued PuertoRico safe arms foster forever families Thank supporters making flight reality To adopt visit us tomorrow PM Gaithersburg IAmLuckyDog whywerescue pic twitter com EXSsdDVLxI,1,28,0,2,45,1,0,0,3,15, cats dogs rescued Puerto Rico safe arms foster forever families Thank supporters making flight reality To adopt visit us tomorrow PM Pittsburgh  wheresoever pic twitter com 
“Which one is taking me home to KC?” @SouthwestAir pic.twitter.com/MqjIVNgQQz,Which one taking home KC pic twitter com MqjIVNgQQz,1,9,0,0,10,1,0,0,0,4, Which one taking home KC pic twitter com 
Kudos to the person in the middle seat next to me on my @SouthwestAir flight for making it through their first flight...even if it meant talking my ear off to calm your nerves! I told them they were lucky Bc @SouthwestAir is the best in the business!,Kudos person middle seat next flight making first flight even meant talking ear calm nerves I told lucky Bc best business,0,22,0,4,43,1,0,0,0,5, Kudos person middle seat next flight making first flight even meant talking ear calm nerves I told lucky BC best business
Did someone say inflight snacks are free on @SouthwestAir ?? #adoptable #sato Chica has worked up quite the appetite and can’t wait to be #pawsdown in DC and enjoy the local culinary scene. @joseandresfood got an extra seats at @minibarbyjose for this #puertorican #rescue ? pic.twitter.com/DhkxSEe4Of,Did someone say inflight snacks free adoptable sato Chica worked quite appetite wait pawsdown DC enjoy local culinary scene got extra seats puertorican rescue pic twitter com DhkxSEe Of,1,30,0,3,43,1,0,0,5,13, Did someone say in flight snacks free adoptable oats China worked quite appetite wait paws down DC enjoy local culinary scene got extra seats rhetorician rescue pic twitter com  Of
A lovely rainbow send-off for this @SouthwestAir flight ( IG: rafikyx) pic.twitter.com/iiHQQFO8yb,A lovely rainbow send flight IG rafikyx pic twitter com iiHQQFO yb,1,12,0,1,11,1,0,0,0,6, A lovely rainbow send flight IF raffia pic twitter com  by
Our founder @camcgilvery is ready to give 100 hugs to celebrate the #PowerofHugs for #NationalHuggingDay ! First hug with @SouthwestAir flight attendant. Visit http://www. givemorehugs.org to learn more! pic.twitter.com/YBVgcvm5w3,Our founder ready give hugs celebrate PowerofHugs NationalHuggingDay First hug flight attendant Visit http www givemorehugs org learn pic twitter com YBVgcvm w,0,24,0,3,26,1,0,0,2,10, Our founder ready give hugs celebrate Powerhouses Nationalistically First hug flight attendant Visit HTTP WWW  org learn pic twitter com  w
Members of #SVAPADC attending @APIAVote Norman Y. Mineta Leadership Institute Regional Training @AACIorg in partnership with Asian Law Alliance and sponsored by @SouthwestAir #2018Midterms pic.twitter.com/4UBQtroIDy,Members SVAPADC attending Norman Y Mineta Leadership Institute Regional Training partnership Asian Law Alliance sponsored Midterms pic twitter com UBQtroIDy,1,22,0,0,25,1,0,0,2,7, Members ESCAPADE attending Norman Y Min eta Leadership Institute Regional Training partnership Asian Law Alliance sponsored Midterms pic twitter com Thyroid
I wish @mmasnick would stop being so cagey about what he thinks of @SouthwestAir ’s bullying litigiousness. https://www. techdirt.com/articles/20180 119/10244639042/southwests-bullshit-lawsuit-over-site-that-made-45-helping-people-book-cheaper-flights.shtml …,I wish would stop cagey thinks bullying litigiousness https www techdirt com articles southwests bullshit lawsuit site made helping people book cheaper flights shtml,0,25,1,0,20,1,0,0,0,8, I wish would stop cagey thinks bullying litigiousness HTTP WWW tech dirt com articles Southwests bullshit lawsuit site made helping people book cheaper flights HTML
"“Alright folks, this plane seats over 100 people and there are 51 of you flying with us this morning. If someone you don’t know is sitting by you, you may want to ask them why!” - @SouthwestAir",Alright folks plane seats people flying us morning If someone know sitting may want ask,0,15,0,0,37,1,0,0,0,8, Alright folks plane seats people flying us morning If someone know sitting may want ask
Thank you @SouthwestAir for the great view. pic.twitter.com/JCVYj7qyG9,Thank great view pic twitter com JCVYj qyG,0,9,0,2,6,1,0,0,0,3, Thank great view pic twitter com Jct qty
"Hope other airlines (I'm looking at you @SouthwestAir ) follow suit. Real service animals not the problem, but proliferation of fake online certifications means tighter regulations needed. https:// twitter.com/ap_oddities/st atus/954398307341815809 …",Hope airlines I looking follow suit Real service animals problem proliferation fake online certifications means tighter regulations needed https twitter com ap oddities st atus,0,25,1,0,30,1,0,0,0,10, Hope airlines I looking follow suit Real service animals problem proliferation fake online certifications means tighter regulations needed HTTP twitter com AP oddities st taus
