text,Unnamed: 14,Unnamed: 15,Unnamed: 16,tweet2words,num_capitalized,tweet_length,num_negative_words,num_positive_words,num_neutral_words,has_capitalized,num_capitalised_positive_words,num_capitalised_negative_words,num_hashtags,num_special_character,correctedText
This was a stellar #sunrise over #london as we circled waiting to land. @British_Airways @RollsRoyce icons inter positioned with grandstand from #nature - made for an amazing #photo . #shotoniphone pic.twitter.com/zKXWCHrJPl,,,,This stellar sunrise london circled waiting land icons inter positioned grandstand nature made amazing photo shotoniphone pic twitter com zKXWCHrJPl,0,22,0,2,29,1,0,0,5,11, This stellar sunrise London circled waiting land icons inter positioned grandstand nature made amazing photo photofinishing pic twitter com 
"Back in July 2015, the @British_Airways #olympic doves were still in full action, such as G-EUPD seen at @DublinAirport http://www. joelvogt.net/aviation/spott erbrowser/imgview.php?id=16125 … #avgeek #aviation #travel #Olympics #dublin #DUB #EIDW #Ireland #peace #dove pic.twitter.com/YtNp5IhXoV",,,,Back July olympic doves still full action G EUPD seen http www joelvogt net aviation spott erbrowser imgview php id avgeek aviation travel Olympics dublin DUB EIDW Ireland peace dove pic twitter com YtNp IhXoV,3,38,0,0,34,1,0,0,11,21, Back July Olympic doves still full action G DUPE seen HTTP WWW Joel net aviation sport er browser viewing pp id av geek aviation travel Olympics Dublin DUB WIDE Ireland peace dove pic twitter com Tnpk 
Very exclusive and classy checkin area at mumbai airport for business and first class. Almost like a Hotel checkin ! Kudos to @CSIAMumbai and @British_Airways #luxury #travel pic.twitter.com/i3uznX9ghw,,,,Very exclusive classy checkin area mumbai airport business first class Almost like Hotel checkin Kudos luxury travel pic twitter com uznX ghw,0,24,0,3,25,1,0,0,2,7, Very exclusive classy chicken area Mumbai airport business first class Almost like Hotel chicken Kudos luxury travel pic twitter com Uzi GHz
"@DaveWallsworth @British_Airways Dave, you were kind enough to retweet some film of Theewaterskloof dam which supplies Cape Town. I filmed it again today and it’s terrifying. Your involvement spread the word incredibly. People need to save water now! Thank you. #dayzero #basmart pic.twitter.com/Nd3bj4mkBF",,,,Dave kind enough retweet film Theewaterskloof dam supplies Cape Town I filmed today terrifying Your involvement spread word incredibly People need save water Thank dayzero basmart pic twitter com Nd bj mkBF,0,33,0,2,41,1,0,0,2,12, Dave kind enough retweet film Waterproofing dam supplies Cape Town I filmed today terrifying Your involvement spread word incredibly People need save water Thank day zero smarts pic twitter com Nd bk Mk
I really don’t want to alarm anyone but if you were on th @british_airways flight to Budapest at… https://www. instagram.com/p/BegWFmzATcY/,,,,I really want alarm anyone th flight Budapest https www instagram com p BegWFmzATcY,0,15,1,0,19,1,0,0,0,5, I really want alarm anyone ht flight Budapest HTTP WWW Instagram com p 
Ever wondered why the grid MORA is so high in the middle of France? It’s because of a high altitude balloon near Chateauroux.,,,,Ever wondered grid MORA high middle France It high altitude balloon near Chateauroux,1,12,0,0,23,1,0,0,0,3, Ever wondered grid MORAL high middle France It high altitude balloon near Chateau roux
Very professional Captain of our delayed @British_Airways flight explaining to passengers what’s happening. Very impressive customer service. @DaveWallsworth #Heathrow pic.twitter.com/PbYcFWugvZ,,,,Very professional Captain delayed flight explaining passengers happening Very impressive customer service Heathrow pic twitter com PbYcFWugvZ,0,18,1,1,18,1,0,0,1,7, Very professional Captain delayed flight explaining passengers happening Very impressive customer service Heath row pic twitter com 
"Terrible customer service @British_Airways . Abusive, unhelpful, inflammatory. Refusing to help deal with situation. Refusing to escalate issue to higher management. Issue still not resolved. Will never fly with this terrible airline again.",,,,Terrible customer service Abusive unhelpful inflammatory Refusing help deal situation Refusing escalate issue higher management Issue still resolved Will never fly terrible airline,0,24,6,0,27,1,0,0,0,9, Terrible customer service Abusive unhelpful inflammatory Refusing help deal situation Refusing escalate issue higher management Issue still resolved Will never fly terrible airline
Watch the Evolve ’17 talk on how we helped @British_Airways to redefine their customer experience #CX #travel https:// weareb.io/2DE6xJg,,,,Watch Evolve talk helped redefine customer experience CX travel https weareb io DE xJg,2,16,0,1,18,1,0,0,2,6, Watch Evolve talk helped redefine customer experience XX travel HTTP wearer oi DE x Jg
Thanks @British_Airways High Life for highlighting the great work of @CookForSyria ! pic.twitter.com/OiJcElsVWf,,,,Thanks High Life highlighting great work pic twitter com OiJcElsVWf,0,13,0,2,11,1,0,0,0,4, Thanks High Life highlighting great work pic twitter com 
It felt like an alpine start this am to get Heathrow for 5.30am....another adventure begins! @British_Airways @AdventureBase @iglucruise pic.twitter.com/yfgWA3D6Gf,,,,It felt like alpine start get Heathrow another adventure begins pic twitter com yfgWA D Gf,0,18,0,1,18,1,0,0,0,6, It felt like alpine start get Heath row another adventure begins pic twitter com gangway D Gd
The sunset tonight good to be heading back to @snowparklaax for a few days. @British_Airways pic.twitter.com/ZnvvRwFcdq,,,,The sunset tonight good heading back days pic twitter com ZnvvRwFcdq,0,13,0,1,15,1,0,0,0,4, The sunset tonight good heading back days pic twitter com 
I’ve now been waiting 5 days for @British_Airways to get back to me after my FIVE attempts to submit my claim for two cancelled flights. Please RT to help me get them to answer me!!,,,,I waiting days get back FIVE attempts submit claim two cancelled flights Please RT help get answer,2,18,0,0,35,1,0,0,0,4, I waiting days get back FIVE attempts submit claim two canceled flights Please RT help get answer
Impressed with @British_Airways yesterday. Made a comment about the lounge on the survey & got a call to apologise. Then the amazing Gary looked after me in Club Europe on BA 782. #flyBA #britishairways #LuxuryTravel,,,,Impressed yesterday Made comment lounge survey got call apologise Then amazing Gary looked Club Europe BA flyBA britishairways LuxuryTravel,1,20,0,2,33,1,0,0,3,8, Impressed yesterday Made comment lounge survey got call apologies Then amazing Gary looked Club Europe BA fly BA Britisher Luxury Travel
Lovely of pic of @British_Airways #B787 from ICN https:// twitter.com/yjin_pak/statu s/957070975626919937 …,,,,Lovely pic B ICN https twitter com yjin pak statu,1,12,0,1,11,1,0,0,1,6, Lovely pic B INC HTTP twitter com yin oak stat
"Love the ""Get Outdoors in #SanJose "" page on the @British_Airways website - great work by @TeamSanJose https://www. britishairways.com/en-us/destinat ions/san-jose/travel-guide/get-outdoors-in-san-jose … @sjeconomy @sliccardo @JohnnyKhamis @FlySJC @RestaurantADEGA @RagingWatersSJ @LickObservatory @sjparksandrec @ParkStationSJ @SoFAMarketSJ @jtownsj",,,,Love Get Outdoors SanJose page website great work https www britishairways com en us destinat ions san jose travel guide get outdoors san jose,0,38,0,3,29,1,0,0,1,21, Love Get Outdoors San Jose page website great work HTTP WWW Britisher com en us destination ions San Jose travel guide get outdoors San Jose
"Hi Alice, fortunately there's a straightforward (though annoying) solution: they change their names by deed poll to the names on the tickets, then get new passports in those names. Total £217 for two, but doubled if they want to change back and get fresh passports after the trip.",,,,Hi Alice fortunately straightforward though annoying solution change names deed poll names tickets get new passports names Total two doubled want change back get fresh passports trip,0,27,0,3,45,1,0,0,0,10, Hi Alice fortunately straightforward though annoying solution change names deed poll names tickets get new passports names Total two doubled want change back get fresh passports trip
I’d wait for the plane buddy!,,,,I wait plane buddy,0,3,0,0,6,1,0,0,0,2, I wait plane buddy
Some #FlashbackFriday airline posters from @united @AmericanAir @British_Airways and @KLM pic.twitter.com/s4xkBOGfeU,,,,Some FlashbackFriday airline posters pic twitter com xkBOGfeU,0,12,0,0,11,1,0,0,1,6, Some Flashback Friday airline posters pic twitter com 
"My #wingfriday About 5 minutes ago, landing at @HeathrowAirport with @British_Airways Another wonderful flight. pic.twitter.com/Ck9uOPXqzC",,,,My wingfriday About minutes ago landing Another wonderful flight pic twitter com Ck uOPXqzC,0,15,0,1,14,1,0,0,1,6, My wayfaring About minutes ago landing Another wonderful flight pic twitter com Ck 
PLS RT! The next #GlobalFoodChat weekly #food chat will be Fri 02 Feb 2018 10am #LosAngeles /1pm ET/6pm #London /8pm #CapeTown ...EVERYONE welcome!! #food #travel #capetown #southafrica (pic @jamescapetown ) pic.twitter.com/QseDBniPEB,,,,PLS RT The next GlobalFoodChat weekly food chat Fri Feb LosAngeles pm ET pm London pm CapeTown EVERYONE welcome food travel capetown southafrica pic pic twitter com QseDBniPEB,4,28,0,0,31,1,0,0,9,19, PL RT The next Globalization weekly food chat Fri Feb Los Angeles pm ET pm London pm Cape Town EVERYONE welcome food travel Capetown Southampton pic pic twitter com 
"With all the Zimbabwe Britain re-engagement going on, probably a good idea to get a tourism delegation out to meet with @British_Airways for route resumption. Would be great for brand #VisitZimbabwe",,,,With Zimbabwe Britain engagement going probably good idea get tourism delegation meet route resumption Would great brand VisitZimbabwe,0,19,0,2,29,1,0,0,1,5, With Zimbabwe Britain engagement going probably good idea get tourism delegation meet route resumption Would great brand Visit Zimbabwe
"If you are concerned about flying and would be interested in attending the best possible course to help with this, follow this link to the @British_Airways Flying With Confidence website. http://www. flyingwithconfidence.com /",,,,If concerned flying would interested attending best possible course help follow link Flying With Confidence website http www flyingwithconfidence com,0,20,1,2,30,1,0,0,0,6, If concerned flying would interested attending best possible course help follow link Flying With Confidence website HTTP WWW confidentiality com
I was asked by Maeve Heslin of @lonelyplanet to discuss my reasons for wanting to publish videos taken from my viewpoint in the flight deck of the @Airbus #A380 @British_Airways Her article has just been published. Here is a link if you’d like to read it. https://www. lonelyplanet.com/news/2018/01/2 5/pilot-youtube-help-nervous-flyers/ …,,,,I asked Maeve Heslin discuss reasons wanting publish videos taken viewpoint flight deck A Her article published Here link like read https www lonelyplanet com news pilot youtube help nervous flyers,0,31,0,1,49,1,0,0,1,11, I asked Mauve Hemline discuss reasons wanting publish videos taken viewpoint flight deck A Her article published Here link like read HTTP WWW lonely planet com news pilot you tube help nervous fliers
The last time I went to Antigua I rowed there. With this @British_Airways delay I think it might still be the fastest way there,,,,The last time I went Antigua I rowed With delay I think might still fastest way,0,13,1,1,22,1,0,0,0,2, The last time I went Antigua I rowed With delay I think might still fastest way
"We are in constructive dialogue with @British_Airways , who are taking our concerns about travelling with instruments seriously. We will be meeting next month to discuss the issue. #BehindEveryMusician",,,,We constructive dialogue taking concerns travelling instruments seriously We meeting next month discuss issue BehindEveryMusician,0,15,1,1,27,1,0,0,1,5, We constructive dialogue taking concerns traveling instruments seriously We meeting next month discuss issue Musicianship
Thank you for the send off @HeathrowAirport @British_Airways @TeamGB Next stop Seoul! #WeAreTheGreat pic.twitter.com/NoSghEDjaF,,,,Thank send Next stop Seoul WeAreTheGreat pic twitter com NoSghEDjaF,0,14,0,1,13,1,0,0,1,6, Thank send Next stop Seoul Greathearted pic twitter com 
"Happy #WingFriday . I'm heading home soon - very few photos this week so one from last year. @British_Airways over London, returning from Munich... pic.twitter.com/fkt1Qypg21",,,,Happy WingFriday I heading home soon photos week one last year London returning Munich pic twitter com fkt Qypg,0,20,0,1,24,1,0,0,1,9, Happy Wing Friday I heading home soon photos week one last year London returning Munich pic twitter com flt Gyp
The stunning views of the @VSPC @VISITFLORIDA #sunset on @British_Airways flight from @Gatwick_Airport to @FlyTPA #WingFriday #LoveFL #Sunshinestateofmind #FF pic.twitter.com/KcU54PlTe7,,,,The stunning views sunset flight WingFriday LoveFL Sunshinestateofmind FF pic twitter com KcU PlTe,1,20,0,1,19,1,0,0,5,11, The stunning views sunset flight Wing Friday Love Fl Sunshine FF pic twitter com K Cu Pl Te
EU could dash hopes for UK to remain in aviation safety agency - more brexit good news ! @British_Airways @easyJet @VirginAtlantic @HeathrowAirport @Gatwick_Airport @LondonCityAir @BrexitBin @UKIPNFKN @nickreeves9876 @dontbrexitfixit @EUflagmafia @Mcr4EU http:// uk.reuters.com/article/uk-bri tain-eu-aviation/eu-could-dash-hopes-for-uk-to-remain-in-aviation-safety-agency-idUKKBN1FE2T6 …,,,,EU could dash hopes UK remain aviation safety agency brexit good news http uk reuters com article uk bri tain eu aviation eu could dash hopes uk remain aviation safety agency idUKKBN FE T,3,48,0,1,33,1,0,0,0,18, EU could dash hopes UK remain aviation safety agency Brexit good news HTTP UK Reuters com article UK bro rain EU aviation EU could dash hopes UK remain aviation safety agency  FE T
"Listen @British_Airways , you bloody omnishables, find a bloody gate for this ruddy plane so I can extract myself from your shower of shit service and never step foot in one of your planes again. In the words of Malcolm Tucker, you’re as useful as a marzipan dildo.",,,,Listen bloody omnishables find bloody gate ruddy plane I extract shower shit service never step foot one planes In words Malcolm Tucker useful marzipan dildo,0,25,3,1,44,1,0,0,0,7, Listen bloody nonpunishable find bloody gate ruddy plane I extract shower shit service never step foot one planes In words Malcolm Tucker useful marzipan dildo
Hope you can sneak a few more tweets on your travels to Malaysia. Had a great adventure there a few weeks ago; look out for my special friend! Keep in touch little Chick. Safe travels with @British_Airways pic.twitter.com/SNu7V1ayrl,,,,Hope sneak tweets travels Malaysia Had great adventure weeks ago look special friend Keep touch little Chick Safe travels pic twitter com SNu V ayrl,0,26,1,2,35,1,0,0,0,6, Hope sneak tweets travels Malaysia Had great adventure weeks ago look special friend Keep touch little Chick Safe travels pic twitter com S Nu V Lyra
"Non-stop from London, UK to the Dominican Republic for only £396 roundtrip with @British_Airways . http://www. secretflying.com/posts/london-u k-dominican-republic-368-roundtrip/ … pic.twitter.com/fK0Icjqt1A",,,,Non stop London UK Dominican Republic roundtrip http www secretflying com posts london u k dominican republic roundtrip pic twitter com fK Icjqt A,1,25,0,0,20,1,0,0,0,10, Non stop London UK Dominican Republic round trip HTTP WWW secret flying com posts London u k Dominican republic round trip pic twitter com f Ictus A
"You know me Bob, I have a feeling a bottle or 2 of Camel Valley might be opened #ukwinehour",,,,You know Bob I feeling bottle Camel Valley might opened ukwinehour,0,9,0,0,19,1,0,0,1,2, You know Bob I feeling bottle Camel Valley might opened swineherd
"Just boarded the @British_Airways flight to KL and the @MotoGP World Champion is onboard, but he’s not the biggest deal, because the winner of the 1990 Yugoslavian 125cc Grand Prix has just taken his seat.",,,,Just boarded flight KL World Champion onboard biggest deal winner Yugoslavian cc Grand Prix taken seat,1,18,0,3,32,1,0,0,0,6, Just boarded flight KL World Champion onboard biggest deal winner Yugoslavian cc Grand Pr ix taken seat
"Nice one @British_Airways , wonderful staff and crew taking some of the stress out of the journey with an upgrade for Luke - he’s looking forward to watching movies more than the bed! #HelpLuke #DefeatDIPG #MakeHistory pic.twitter.com/nLIuq2AFoQ",,,,Nice one wonderful staff crew taking stress journey upgrade Luke looking forward watching movies bed HelpLuke DefeatDIPG MakeHistory pic twitter com nLIuq AFoQ,0,25,1,2,34,1,0,0,3,9, Nice one wonderful staff crew taking stress journey upgrade Luke looking forward watching movies bed Help Luke Defeatist Make History pic twitter com unlit Afoot
"So once again this year I'll get @British_Airways GGL. I'd like the 2 silver memberships and 1 gold membership, to go to people who will get good use of them. Keep this in mind. #AvGeek #avgeeks #LuxuryTravel",,,,So year I get GGL I like silver memberships gold membership go people get good use Keep mind AvGeek avgeeks LuxuryTravel,1,20,0,3,34,1,0,0,3,10, So year I get GEL I like silver memberships gold membership go people get good use Keep mind Av Geek av geeks Luxury Travel
We are PROUD to announce that we have secured @British_Airways as a headline sponsor for this year’s #BusinessFest https:// goo.gl/VSUG6q @LBNDaily,,,,We PROUD announce secured headline sponsor year BusinessFest https goo gl VSUG q,2,15,0,1,20,1,0,0,1,6, We PROUD announce secured headline sponsor year Business Fest HTTP goo lg SUGAR q
Liverpool’s International Business Festival secures @British_Airways as a headline sponsor http://www. lbndaily.co.uk/liverpools-int ernational-business-festival-secures-british-airways-headline-sponsor/ … @TheBusinessFest #economy #trade pic.twitter.com/XPELrJb1hO,,,,Liverpool International Business Festival secures headline sponsor http www lbndaily co uk liverpools int ernational business festival secures british airways headline sponsor economy trade pic twitter com XPELrJb hO,0,32,0,0,18,1,0,0,2,10, Liverpool International Business Festival secures headline sponsor HTTP WWW daintily co UK liver pools int er national business festival secures British airways headline sponsor economy trade pic twitter com Expel ho
"Looking forward to flying @FlySWISS for the first time since 2010 today. Now that @British_Airways have banned working musicians from their planes, I imagine I’ll be seeing a lot more of other carriers when I’m touring. Looking forward to it.",,,,Looking forward flying first time since today Now banned working musicians planes I imagine I seeing lot carriers I touring Looking forward,0,21,0,0,40,1,0,0,0,8, Looking forward flying first time since today Now banned working musicians planes I imagine I seeing lot carriers I touring Looking forward
Hey @British_Airways why am I sat waiting at city airport delayed because your caterers haven’t arrived yet? How poorly organised are you?,,,,Hey I sat waiting city airport delayed caterers arrived yet How poorly organised,0,13,2,0,20,1,0,0,0,4, Hey I sat waiting city airport delayed caterers arrived yet How poorly organized
"London City Airport @British_Airways Lounge raring, 0/5 because there is none!!! pic.twitter.com/Ql8RuIQAEl",,,,London City Airport Lounge raring none pic twitter com Ql RuIQAEl,0,13,0,0,12,1,0,0,0,5, London City Airport Lounge raring none pic twitter com Q Reliquary
Big Bed for tonight to London @British_Airways 2nd Album finished in LA. See you in Northern Ireland this weekend @Haloballycastle #TourLife #DJ #Rave @IBZRecords pic.twitter.com/WPV5HjEB7b,,,,Big Bed tonight London nd Album finished LA See Northern Ireland weekend TourLife DJ Rave pic twitter com WPV HjEB b,3,25,0,0,25,1,0,0,3,8, Big Bed tonight London ND Album finished LA See Northern Ireland weekend Tour Life DJ Rave pic twitter com WPM Heb b
Getting over the mid-week hump with Queen of the Skies @British_Airways #Boeing747 : avi_spotter_raj pic.twitter.com/Z05PnCvfmD,,,,Getting mid week hump Queen Skies Boeing avi spotter raj pic twitter com Z PnCvfmD,0,17,0,0,15,1,0,0,1,5, Getting mid week hump Queen Skies Boeing AVI spotter rage pic twitter com Z 
a @British_Airways @Airbus A321 taxiing to runway 05L @manairport during a stunning sunset on a cold December afternoon. pic.twitter.com/jP0JnF1QcD,,,,A taxiing runway L stunning sunset cold December afternoon pic twitter com jP JnF QcD,0,18,1,1,17,1,0,0,0,5, A taxiing runway L stunning sunset cold December afternoon pic twitter com JP Inf QED
So excited!! International Table Tennis Federation @ittfworld and Table Tennis England @TableTennisENG sign British Airways @British_Airways as Official Airline Partner for 2018 Team World Cup #ITTFWorldCup #TableTennis Read article=> http:// bit.ly/2DxWEwE pic.twitter.com/0PH2hGB7Th,,,,So excited International Table Tennis Federation Table Tennis England sign British Airways Official Airline Partner Team World Cup ITTFWorldCup TableTennis Read article http bit ly DxWEwE pic twitter com PH hGB Th,1,35,0,0,32,1,0,0,2,10, So excited International Table Tennis Federation Table Tennis England sign British Airways Official Airline Partner Team World Cup Otherworldly Table Tennis Read article HTTP bit l Dewey pic twitter com PH GB Th
"@British_Airways hi, when I go to check in to flight 5996 from Vancouver to London on flighthub it says cancelled but is still advertised on BA sites? Please advise?",,,,hi I go check flight Vancouver London flighthub says cancelled still advertised BA sites Please advise,1,17,0,0,29,1,0,0,0,4, hi I go check flight Vancouver London flight hub says canceled still advertised BA sites Please advise
Lower V1 speed for contaminated runway accounting reduced friction and longer stopping distance. V1 of course being the decision speed. Beyond V1 rejection of takeoff is no longer an option.,,,,Lower V speed contaminated runway accounting reduced friction longer stopping distance V course decision speed Beyond V rejection takeoff longer option,0,21,3,0,27,1,0,0,0,3, Lower V speed contaminated runway accounting reduced friction longer stopping distance V course decision speed Beyond V rejection takeoff longer option
"Have one word for @British_Airways operations today...Clusterfuck. Meant to fly at 2:15. Cancelled, got a seat on the 12:50. Turned away at gate (no idea why as plane was half empty) now finally on the 4:00. Might get to Rome eventually. No such dramas with @easyJet last week.",,,,Have one word operations today Clusterfuck Meant fly Cancelled got seat Turned away gate idea plane half empty finally Might get Rome eventually No dramas last week,0,28,0,0,48,1,0,0,0,11, Have one word operations today Cluster Meant fly Can celled got seat Turned away gate idea plane half empty finally Might get Rome eventually No dramas last week
"We’ve just announced @British_Airways as Official Airline Partner for the @ITTFWorld 2018 #ITTFWorldCup , which comes to London next month! https:// tabletennisengland.co.uk/news/archived/ british-airways-lands-team-world-cup-partner-deal/ … #tabletennis",,,,We announced Official Airline Partner ITTFWorldCup comes London next month https tabletennisengland co uk news archived british airways lands team world cup partner deal tabletennis,0,27,0,0,25,1,0,0,2,11, We announced Official Airline Partner Otherworldly comes London next month HTTP tableland co UK news archived British airways lands team world cup partner deal table tennis
Flying from @HeathrowAirport T5 with @British_Airways . Told on arrival our early afternoon flight is cancelled. Bumped onto an earlier flight & get all the way to the gate to be told some of our seat numbers don’t exist. Now no flight until late afternoon. Cheers BA!,,,,Flying T Told arrival early afternoon flight cancelled Bumped onto earlier flight get way gate told seat numbers exist Now flight late afternoon Cheers BA,1,26,2,0,45,1,0,0,0,9, Flying T Told arrival early afternoon flight canceled Bumped onto earlier flight get way gate told seat numbers exist Now flight late afternoon Cheers BA
"In happy news, just bought a ticket DC to Barcelona (1 stop in Philly) in May on @British_Airways for $498 (found on @KAYAK ) can't wait to be back in Spain! pic.twitter.com/fqt38imNRP",,,,In happy news bought ticket DC Barcelona stop Philly May found wait back Spain pic twitter com fqt imNRP,1,21,0,1,31,1,0,0,0,11, In happy news bought ticket DC Barcelona stop Philly May found wait back Spain pic twitter com ft imprint
. @British_Airways should be ashamed. SELLING food on board a plane delayed by technical fault. Should be free refreshments & an apology.,,,,ashamed SELLING food board plane delayed technical fault Should free refreshments apology,1,13,1,1,20,1,0,0,0,6, ashamed SELLING food board plane delayed technical fault Should free refreshments apology
Our stars arrived in style! Thank you @British_Airways ! #NTAs,,,,Our stars arrived style Thank NTAs,0,7,0,1,9,1,0,0,1,4, Our stars arrived style Thank NT As
"Sunrise on this morning’s short hop over to Geneva from @Gatwick_Airport as the @British_Airways BA2736. Never tire of this incredible view, apart from on morning 6/6 when my opinion may or may not differ #BApilot #BASMART #sunrise #viewfromtheflightdeck pic.twitter.com/qkhvkHAyqL",,,,Sunrise morning short hop Geneva BA Never tire incredible view apart morning opinion may may differ BApilot BASMART sunrise viewfromtheflightdeck pic twitter com qkhvkHAyqL,2,28,0,1,38,1,0,0,4,11, Sunrise morning short hop Geneva BA Never tire incredible view apart morning opinion may may differ BA pilot BA SMART sunrise  pic twitter com 
And this is why they pay you the big bucks in advertising Maybe we should have a chat with my forever favourite @British_Airways https:// twitter.com/caseyjbird/sta tus/955835714431832065 …,,,,And pay big bucks advertising Maybe chat forever favourite https twitter com caseyjbird sta tus,0,16,0,0,27,1,0,0,0,5, And pay big bucks advertising Maybe chat forever favorite HTTP twitter com Birdseye sat toes
"Luxembourg to Tokyo, Japan returning from San Francisco, USA to Stockholm, Sweden for only €364 with @British_Airways . http://www. secretflying.com/posts/luxembou rg-tokyo-japan-returning-from-san-francisco-usa-stockholm-sweden-e364/ … pic.twitter.com/K56M8MeJTf",,,,Luxembourg Tokyo Japan returning San Francisco USA Stockholm Sweden http www secretflying com posts luxembou rg tokyo japan returning san francisco usa stockholm sweden e pic twitter com K M MeJTf,1,32,0,0,23,1,0,0,0,11, Luxembourg Tokyo Japan returning San Francisco USA Stockholm Sweden HTTP WWW secret flying com posts Luxembourg gr Tokyo japan returning San Francisco USA Stockholm Sweden e pic twitter com K M Mejia
"Do you not think, @British_Airways , it would be appropriate to ditch your description of the city #Kyiv as ""Kiev"" in your marketing materials and on flight boarding screens? I don't see you calling Mumbai ""Bombay"" or Beijing ""Peking"". #Ukraine",,,,Do think would appropriate ditch description city Kyiv Kiev marketing materials flight boarding screens I see calling Mumbai Bombay Beijing Peking Ukraine,0,22,0,1,39,1,0,0,2,10, Do think would appropriate ditch description city Ky iv Kiev marketing materials flight boarding screens I see calling Mumbai Bombay Beijing Peking Ukraine
Huge thanks to @British_Airways our @britishdrumco stuff for @NAMMShow has arrived.,,,,Huge thanks stuff arrived,0,8,0,0,11,1,0,0,0,4, Huge thanks stuff arrived
This is the most interesting piece from Ghanaian Ace Journo Cameron Duodu describing @British_Airways as “Bedbug Airways”. Take a read!!! pic.twitter.com/WZYNmb9E4j,,,,This interesting piece Ghanaian Ace Journo Cameron Duodu describing Bedbug Airways Take read pic twitter com WZYNmb E j,0,20,0,1,20,1,0,0,0,5, This interesting piece Ghanaian Ace Journo Cameron Duo describing Bedbug Airways Take read pic twitter com  E j
@British_Airways A380 at LAX http://www. youtube.com/JustPlanes #avgeek #a380 #airbus #lax #british #laxairport #AirbusA380 #speedbird pic.twitter.com/Z9FpDmARx5,,,,A LAX http www youtube com JustPlanes avgeek airbus lax british laxairport AirbusA speedbird pic twitter com Z FpDmARx,1,20,0,0,15,1,0,0,8,12, A LAX HTTP WWW you tube com Just Planes av geek airbus lax British lax airport Airbus A speed bird pic twitter com Z Marxism
"@emirates @IndiGo6E @qatarairways @lufthansa @British_Airways @jetairways wish to start your operations to international destinations from Visakhapatnam i.e VTZ. Airport with all facilities i.e new parking bays, evisa facility and Intnl cargo @aaivspairport @vizag_airport .",,,,wish start operations international destinations Visakhapatnam e VTZ Airport facilities e new parking bays evisa facility Intnl cargo,1,29,0,0,34,1,0,0,0,13, wish start operations international destinations Improvisational e VIZ Airport facilities e new parking bays visa facility Intel cargo
[Airline Review] #Capetown domestic lounge and @British_Airways (operated by Comair) Club Business class experience on the busiest domestic South African route https:// flight-report.com/en/report/2983 4/Comair-BA6412-Cape-Town-CPT-Johannesburg-JNB … #PaxEx #AvGeek #Travel #Airlines #AirlineReview #SouthAfrica pic.twitter.com/y6chMoYYJB,,,,Airline Review Capetown domestic lounge operated Comair Club Business class experience busiest domestic South African route https flight report com en report Comair BA Cape Town CPT Johannesburg JNB PaxEx AvGeek Travel Airlines AirlineReview SouthAfrica pic twitter com chMoYYJB,3,41,0,0,32,1,0,0,7,17, Airline Review Capetown domestic lounge operated Com air Club Business class experience busiest domestic South African route HTTP flight report com en report Com air BA Cape Town PCT Johannesburg JIB Poleaxe Av Geek Travel Airlines Airline Review South Africa pic twitter com 
Speedbird Pilots Emitting Electronic Daily Output Socially. Or #SPEEDOS,,,,Speedbird Pilots Emitting Electronic Daily Output Socially Or SPEEDOS,1,8,0,0,9,1,0,0,1,2, Speed bird Pilots Emitting Electronic Daily Output Socially Or SPEEDS
British Airways Crew Outreach Network? #BACON,,,,British Airways Crew Outreach Network BACON,1,6,0,0,6,1,0,0,1,2, British Airways Crew Outreach Network BACON
Nominated Internet Group for External Liaison.,,,,Nominated Internet Group External Liaison,0,5,0,0,6,1,0,0,0,1, Nominated Internet Group External Liaison
"Can anyone explain @British_Airways to me... If I want to fly a certain route one-way, it would cost £153 But if I book exactly the same flight, PLUS a return flight (that I don’t need), it would cost £87",,,,Can anyone explain If I want fly certain route one way would cost But I book exactly flight PLUS return flight I need would cost,1,21,0,0,39,1,0,0,0,9, Can anyone explain If I want fly certain route one way would cost But I book exactly flight PLUS return flight I need would cost
Did you know @British_Airways have announced 7 new routes from #Manchester ? Found out all the info @DestinationShow last week! http:// mediacentre.britishairways.com/pressrelease/d etails/86/2017-228/8195 … #travel #britishairways #sostraveluk #BA #newroutes #destinationsshow,,,,Did know announced new routes Manchester Found info last week http mediacentre britishairways com pressrelease etails travel britishairways sostraveluk BA newroutes destinationsshow,1,24,0,0,30,1,0,0,7,15, Did know announced new routes Manchester Found info last week HTTP medicament Britisher com press release tails travel Britisher travelogue BA new routes destinations show
5 nights in #Nashville from only €869pp! Includes: Return flights with @British_Airways & hotel. Based on 4 sharing. Travel November 2018. Reference: 618173. 01-8173562. pic.twitter.com/uOJ2AoHlPd,,,,nights Nashville pp Includes Return flights hotel Based sharing Travel November Reference pic twitter com uOJ AoHlPd,0,19,0,0,25,1,0,0,1,12, nights Nashville pp Includes Return flights hotel Based sharing Travel November Reference pic twitter com OJ Adolph
23 years ago today I had my trial lesson. The Tomahawk weighs 0.1% of the current vehicle. #avgeek @British_Airways pic.twitter.com/LYBslzTykM,,,,years ago today I trial lesson The Tomahawk weighs current vehicle avgeek pic twitter com LYBslzTykM,0,16,0,0,20,1,0,0,1,6, years ago today I trial lesson The Tomahawk weighs current vehicle av geek pic twitter com 
